summary,region,gname,country
"10/28/1970: Suspected revolutionary leftists bombed a police car parked at the Whitefish Bay Police Station in Whitefish Bay, Wisconsin, United States.  The blast was coordinated to go off during the middle of a shift change, however there were no casualties.  Two police cars were damaged in the attack.  This incident was believed to be linked to the many bombings in the Milwaukee, Wisconsin area during this time period.",1,Left-Wing Militants,217
"10/29/1970: Two unknown perpetrators threw two Molotov cocktails into the El Toro Marine Corps Air Station in El Toro, California, United States.  The firebombs landed in the motor pool area but caused no damage.",1,Left-Wing Militants,217
"10/30/1970: In a series of three related incidents, unknown perpetrators bombed the United States Naval Militia Armory in Queens, New York, United States.  Minutes before the blast, an anonymous caller stated that a bomb was set to go off in the armory in five minutes.  There were no casualties but the building and surrounding area sustained around $7,500 in damages.",1,Left-Wing Militants,217
"10/30/1970: In a series of three related incidents, unknown perpetrators bombed the Police Motorcycle Headquarters in the Bronx, New York, United States.  There were no casualties but two holes were blown into the ceiling of the facility and a window was shattered.",1,Left-Wing Militants,217
"10/30/1970: In a series of three related incidents, unknown perpetrators bombed the Army Reserve Center in Queens, New York, United States.  There were no casualties but a hole was torn into the building.",1,Left-Wing Militants,217
"10/30/1970: On a day of multiple bombings in New York City, postman Anthony Muranelli discovered two apparent homemade bombs in a bag lying against a tree stump in the Bronx, New York, United States.  He turned the bombs over to the police and they were subsequently disarmed.",1,Left-Wing Militants,217
,10,Unknown,94
,6,Unknown,153
,1,Unknown,217
,1,Unknown,217
"11/1/1970: African American Ronald Mitchell was killed in a drive-by shooting by suspected White Racists in New Castle, Pennsylvania, United States.  His death sparked violent race riots throughout the city.",1,White extremists,217
"11/1/1970: Unknown perpetrators firebombed a Navy R.O.T.C. vehicle at the University of Michigan in Ann Arbor, Michigan, United States.  There were no casualties and it is unknown if the vehicle was damaged.",1,Student Radicals,217
,3,Montoneros (Argentina),11
,3,Montoneros (Argentina),11
,9,Unknown,499
"11/7/1970: Unknown perpetrators set fire to the Cairo Lumber Company in Cairo, Illinois, United States.  There were no casualties but the fire caused an estimated $100,000 in damages.  The lumber yard was owned by Robert Cunningham, the former leader of a White vigilante group.",1,Black Nationalists,217
"11/7/1970: Unknown perpetrators ignited a fire in the Air Force Library located within the University of Minnesota Armory in Minneapolis, Minnesota, United States.  There were no casualties and the damages amounted to only $500.",1,Student Radicals,217
"11/8/1970: Shortly after a lumber yard owned by Robert Cunningham, a former leader of a White vigilante group in Cairo, Illinois, United States, was set on fire, Wiley Anderson, an African American, was shot four times as he was walking in the Pyramid Court Housing Projects in Cairo.  Leaders of Cairo's African American community believed that Anderson was shot by White snipers firing indiscriminately into the predominantly Black housing projects.  Anderson died from his wounds two weeks later.",1,White extremists,217
,8,Baader-Meinhof Group,362
,10,Unknown,209
"11/12/1970: An unknown perpetrator, described as long-haired and bearded, threw three firebombs at the West Side Selective Service office in Chicago, Illinois, United States.  There were no casualties but one of the firebombs smashed through the window causing minor damage to the building.",1,Left-Wing Militants,217
,1,Armed Commandos of Liberation,217
,1,Armed Commandos of Liberation,217
,1,Armed Commandos of Liberation,217
,1,Armed Commandos of Liberation,217
,3,Argentine Liberation Front (FAL),11
"11/15/1970: Police Officers John B. Horton and George A. Gatchel were beat up by African Americans in St. Petersburg, Florida, United States.  A car driving erratically was used to lure a police patrol car to a parking lot.  When Officers Horton and Gatchel got out of their car, two vehicles filled with ten to fifteen people sped into the lot.  Armed with rocks, bottles, plywood, and sticks the men got out of the car and injured both police officers.  The St. Petersburg Chief of Police  believed that the perpetrators were inspired by the many assaults on policemen by ""revolutionary extremists"" throughout the United States.",1,Black Nationalists,217
,8,Irish Republican Army (IRA),603
"11/18/1970: Self-proclaimed White Revolutionaries threw a firebomb at Officer Bill Detterline's parked police vehicle at his house in St. Petersburg, Florida, United States.  There were no casualties but the police cruiser was destroyed.  The perpetrators left a note saying that they were showing support for their ""Black brothers"" in their struggles against the police and that ""a revolution has started in the sunshine city."" Three days earlier, a group of African Americans attacked two St. Petersburg police officers.",1,Left-Wing Militants,217
,3,Peronist Armed Forces (FAP),11
,3,Peronist Armed Forces (FAP),11
,3,Peronist Armed Forces (FAP),11
,10,Turkish People's Liberation Army,209
,3,Tupamaros (Uruguay),218
"11/21/1970: Unknown perpetrators bombed a replica of the Liberty Bell that was located behind City Hall in Portland, Oregon, United States.  The blast destroyed the bell, damaged the front doors of City Hall, and shattered windows of buildings in the surrounding area.  A janitor was also injured by flying debris.",1,Left-Wing Militants,217
"11/21/1970: Unknown perpetrators threw a bomb into the house of L. D. Turner, the chief of security of a TNT manufacturer roiled in a labor dispute.  There were no casualties but Turner's house in Chattanooga, Tennessee, United States sustained extensive damage.",1,Strikers,217
,5,Unknown,160
"11/22/1970: John Allen Brown placed a high explosive bomb within the vicinity of the Shore Acre-Snell Isle area of St. Petersburg, Florida, United States.  The bomb failed to explode due to a timing malfunction.  Police believed that Brown might have bombed a police car in St. Petersburg four days earlier.",1,Left-Wing Militants,217
,1,Armed Commandos of Liberation,217
,10,Unknown,209
,1,Jewish Defense League (JDL),217
,1,Jewish Defense League (JDL),217
"11/25/1970: An unknown perpetrator placed a bomb in the men's restroom of the gymnasium at the University of California, Berkeley, United States.  The bomb was discovered by a custodian and subsequently disarmed by a military bomb squad.",1,Student Radicals,217
"11/25/1970: Two days after the Armed Commandos of Liberation bombed the Consulate of the Dominican Republic, unknown perpetrators placed a bomb in the R.O.T.C. building of the University of Puerto Rico in San Juan, Puerto Rico.  The fragmentation device was discovered and removed thirty minutes before it was set to detonate.",1,Armed Commandos of Liberation,217
,3,Tupamaros (Uruguay),218
,8,Unknown,362
,3,Tupamaros (Uruguay),218
,8,Basque Fatherland and Freedom (ETA),185
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
"12/1/1970: Unknown perpetrators bombed Johnson Hall at the University of Oregon in Eugene, Oregon, United States.  There were no casualties but the bomb caused $9,000 in damages.",1,Student Radicals,217
,3,Popular Revolutionary Vanguard (VPR),30
,1,Unknown,217
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,1,Armed Revolutionary Independence Movement (MIRA),217
"12/14/1970: Suspected members of the Armed Revolutionary Independence Movement (MIRA) firebombed the Headquarters of the Antipoverty Agency in Bridgeport, Connecticut, United States.  There were no casualties but records involving the Spanish community and food intended for charity were destroyed.",1,Armed Revolutionary Independence Movement (MIRA),217
,1,Unknown,217
"12/15/1970: Unknown perpetrators firebombed three offices of the Army R.O.T.C. at the University of Connecticut in Storrs, Connecticut, United States.  There were no casualties and the damages to the offices were modest.  Some military records were lost.",1,Student Radicals,217
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
"12/16/1970: Unknown perpetrators threw two firebombs through the front window of a Selective Service office in Hollywood, Florida, United States.  There were no casualties and the building sustained only minor damage.",1,Left-Wing Militants,217
,3,Tupamaros (Uruguay),218
"12/18/1970: Unknown perpetrators bombed a building that housed the draft board in San Mateo, California, United States.  There were no casualties and it is unknown if the building was damaged.",1,Left-Wing Militants,217
"12/22/1970: A revolutionary leftist bombed National Guard trucks stationed at the Whitefish Bay Armory in Whitefish Bay, Wisconsin, United States.  One truck was damaged but the resulting fire was extinguished before it had a chance to spread to the thirty other vehicles parked at the lot.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",1,Left-Wing Militants,217
,8,Irish Republican Extremists,603
,10,Turkish People's Liberation Army,209
"12/27/1970:  James Palmer Brewer and Randy Gerald Davis placed a bomb wrapped in a paper bag in front of the Army Recruiting Station in College Park, Georgia, United States.  A janitor was injured picking up the bomb and glass windows and doors were shattered.",1,Left-Wing Militants,217
,10,Turkish People's Liberation Army,209
,3,Revolutionary Armed Forces- Argentina (FAR-A),11
,8,GAC,185
,8,Socialist Patients' Collective (SPK),362
"12/31/1970: Unknown perpetrators bombed the municipal court building in El Monte, California, United States.  There were no casualties but a door of the building was destroyed and twelve windows were shattered.",1,Left-Wing Militants,217
"1/1/1971: The Mount Gilead, North Carolina, United States garage of William Chambers, the father of civil rights attorney Julius Chambers, was suspected to have been destroyed by arson.  There were no casualties  but the damages to building were estimated to be $11,000.",1,White extremists,217
,8,Unknown,362
"1/5/1970: Unknown perpetrators threw a firebomb into an R.O.T.C. office at Claremont Men's College in Claremont, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.",1,Student Radicals,217
"1/5/1971:  Unknown perpetrators bombed a military induction center in Oxnard, California, United States.  There were no casualties and it is unknown if the center sustained damages.",1,Left-Wing Militants,217
"1/6/1971: Unknown perpetrators threw a firebomb into the Camp Fire Girls Headquarters in Pomona, California, United States.  There were no casualties, however, the building was destroyed causing an estimated $50,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,Black Nationalists,217
,10,Turkish People's Liberation Army,209
,3,Tupamaros (Uruguay),218
,8,Unknown,362
,1,Jewish Defense League (JDL),217
"1/9/1971: Unknown perpetrators set a fire in the cafeteria at Garey High School in Pomona, California, United States.  There were no casualties but the fire caused an estimated $15,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,Black Nationalists,217
"1/9/1971:  Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States.  There were no casualties and only minor damages were reported.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,Black Nationalists,217
,3,Tupamaros (Uruguay),218
,10,Turkish People's Liberation Army,209
"1/11/1971: Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States.  There were no injuries or fatalities and only minor damages were reported.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,Black Nationalists,217
"1/12/1971: Unknown perpetrators threw a Molotov cocktail through the front window of the Palos Verdes Peninsula Chamber of Commerce office in Rolling Hills Estates, California, United States.  There were no casualties but damage to the chamber of commerce and two businesses housed in the same facility amounted to an estimated $12,000.",1,Left-Wing Militants,217
,1,Black Liberation Army,217
,8,Unknown,362
,11,Revolutionary Committee of Mozambique (COREMO),230
"1/15/1971: In a series of related incidents, an unknown perpetrator bombed a Marine Recruiting Station located in the National Bronx Bank Building in the Bronx, New York, United States.  Two people were injured and the bomb caused minor damage.",1,Left-Wing Militants,217
"1/15/1971: In a series of related incidents, unknown perpetrators bombed an Air Force Recruiting Station in Manhattan, New York, United States.  There were no casualties and the bomb caused minor damage.",1,Left-Wing Militants,217
,8,Unknown,362
,1,Unknown,217
"1/19/1971: Unknown perpetrators bombed a Housing Authority Police Station in San Francisco, California, United States.  There were no casualties but about thirty windows were shattered and power and communication lines were knocked out.",1,Black Nationalists,217
"1/19/1971: Unknown perpetrators placed a time bomb adjacent to military recruiting offices housed in the old federal building at the San Francisco Civic Center in California, United States.  The bomb was discovered and defused.",1,Left-Wing Militants,217
"1/19/1971: Unknown perpetrators firebombed the home of James Ford in Cleveland, Ohio, United States.  There were no casualties but Ford's home sustained $15,000 in damages.  Ford was an administrator at the Cuyahoga Metropolitan Housing Authority.  At the time, dissident employees of the organization were on strike.",1,Strikers,217
,2,Unknown,83
,10,Turkish People's Liberation Army,209
,10,Unknown,209
,11,Eritrean Liberation Front,65
,3,Peronist Armed Forces (FAP),11
"1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States.  When the cop pulled over, the perpetrator began stabbing the officer with a knife.  The officer then shot and killed the assailant.  That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",1,Black Liberation Army,217
,10,Turkish People's Liberation Army,209
,10,Turkish People's Liberation Army,209
"1/26/1971: Unknown perpetrators bombed the boiler room located at the north campus of Twin Lakes High School in West Palm Beach, Florida, United States.  The explosion caused $10,000 in damages to the heating system.  Twin Lakes High School was the scene of intense racial conflict.",1,Black Nationalists,217
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,8,Irish Republican Army (IRA),603
,2,Tony El Pelou Band,58
,2,Tony El Pelou Band,58
,8,Unknown,362
,10,Turkish People's Liberation Army,209
,1,Chicano Liberation Front,217
,3,Revolutionary Armed Forces- Argentina (FAR-A),11
,10,Turkish People's Liberation Army,209
,10,Turkish People's Liberation Army,209
,3,Tupamaros (Uruguay),218
,1,BAY Bombers,217
"2/4/1971: The Charlotte, North Carolina, United States law offices of civil rights attorney Julius Chambers were destroyed by arson.  There were no casualties in the attack.",1,White extremists,217
,1,Unknown,217
,8,Unknown,362
,8,Irish Republican Army (IRA),603
,8,Irish Republican Extremists,603
,10,Turkish People's Liberation Army,209
,10,Unknown,94
,8,Irish Republican Army (IRA),603
"2/9/1971: Unknown perpetrators placed a bomb underneath the car of Thomas H. Abbott, the principal of Twin Lakes High School in West Palm Beach, Florida, United States.  The bomb failed to explode because the timing device of the weapon malfunctioned.  Twin Lakes High School was the scene of intense racial conflict.",1,Black Nationalists,217
,10,Turkish People's Liberation Army,209
,8,Croatian Nationalists,198
"2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  The bomb was discovered and subsequently removed.",1,Neo-Nazi extremists,217
,3,Movement of the Revolutionary Left (MIR) (Venezuela),222
,10,Unknown,209
,5,Unknown,160
,10,Unknown,209
,1,Unknown,217
"2/13/1971: James Palmer Brewer and Randy Gerald Davis bombed the Armed Forces Induction Center in Atlanta, Georgia, United States.  There were no casualties but the blast shattered hundreds of windows.",1,Left-Wing Militants,217
"2/14/1971: Five anti-war protesters broke into the Bucks County Selective Service office in Bristol, Pennsylvania, United States.  The perpetrators set fire to draft records and ransacked the office.  The interior of the office was heavily damaged and around half of the files were destroyed.",1,Left-Wing Militants,217
,10,Turkish People's Liberation Army,209
,8,Irish Republican Army (IRA),603
"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed El San Juan Hotel in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,500 in damages.",1,Puerto Rican Nationalists,217
"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed the Americana in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,000 in damages.",1,Puerto Rican Nationalists,217
"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed a pipe bomb at the United States Coast Guard radio beacon tower in San Juan, Puerto Rico.  The bomb was discovered and deactivated two hours before it was set to detonate.",1,Puerto Rican Nationalists,217
"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed three Molotov cocktails in an office building housing American owned businesses in San Juan, Puerto Rico.  The firebombs were discovered unignited and subsequently removed.",1,Puerto Rican Nationalists,217
"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed an incendiary device in the Franklin's Store in Rio Piedras, Puerto Rico.  The firebomb were discovered unignited and subsequently removed.",1,Puerto Rican Nationalists,217
,10,Turkish People's Liberation Army,209
,10,Unknown,209
,10,Turkish People's Liberation Army,209
,2,Unknown,49
,10,Turkish People's Liberation Army,209
"2/20/1971: Miami Police Officer Victor Butler Jr. was ambushed by suspected members of the Black Afro-militant Movement (BAMM) in Miami, Florida, United States.  The bullets struck him in the chest and back and he died instantly.  BAMM members John Lane and John Murray Johnson were indicted of the murder but the charges were dropped when the police witness, and fellow BAMM member Jan Thurston, recanted his confession.  Police eventually indicted Thurston for the murder but charges against him were also dropped because a judged ruled that he was questioned without probable cause.",1,Black Afro Militant Movement,217
,3,Armed Forces of National Liberation- Venezuela (FALN),222
,10,Unknown,209
"2/22/1970:  A realty office in Los Angeles, California, United States was bombed by the Chicano Liberation Front.  Apparently the office was mistakenly thought to be owned by a critic of militant Chicanos.  There were no casualties.",1,Chicano Liberation Front,217
,8,Irish Republican Army (IRA),603
"2/26/1971: Unknown perpetrators set fire to the R.O.T.C. building at the University of Hawaii, in Honolulu, United States.  There were no casualties but the building sustained $70,000 in damages.",1,Student Radicals,217
,1,Unknown,217
"2/27/1971: Unknown perpetrators placed a bomb in a Selective Service office in Rio Piedras, Puerto Rico.  It is unknown if the bomb detonated.",1,Puerto Rican Nationalists,217
,5,Unknown,160
,5,New People's Army (NPA),160
,3,Armed Forces of National Liberation- Venezuela (FALN),222
,1,Chicano Liberation Front,217
,1,"Weather Underground, Weathermen",217
,1,Puerto Rican Resistance Movement,217
,1,Unknown,217
,1,Unknown,217
,1,Unknown,217
,10,Turkish People's Liberation Army,209
"3/5/1971: Unknown perpetrators set a travel industry management school building on fire at the University of Hawaii in Honolulu, United States.  There were no casualties but the building sustained an estimated $7,500 in damages.",1,Student Radicals,217
"3/6/1971: In a series of related events, unknown perpetrators firebombed the predominantly Black Mount Orange Baptist Church in Texarkana, Texas, United States.  There were no casualties but the Church was completely destroyed.",1,Unknown,217
"3/6/1971: In a series of related events, unknown perpetrators firebombed the predominantly Black St. Paul's Baptist Church in Texarkana, Texas, United States.  There were no casualties but the Church was completely destroyed.",1,Unknown,217
"3/7/1971: In a series of related events, unknown perpetrators attempted to firebomb the predominantly Black New Town Church in Texarkana, Texas, United States.  The firebomb malfunctioned and the church sustained no damages.",1,Unknown,217
"3/7/1971: In a series of related events, unknown perpetrators firebombed the predominantly Black Holy Chapel church in Texarkana, Texas, United States.  There were no casualties and the church sustained minor damages.",1,Unknown,217
,8,Official Irish Republican Army (OIRA),603
,1,Unknown,217
,1,Unknown,217
,1,Unknown,217
,8,Baader-Meinhof Group,362
,3,Tupamaros (Uruguay),218
,8,Socialist Patients' Collective (SPK),362
,8,Irish Republican Army (IRA),603
"3/11/1973: Members of the Ku Klux Klan were suspected of bombing the Socialist Worker Party headquarters in Houston, Texas, United States.  There were no casualties but the building sustained around $2,500 in damages.",1,Ku Klux Klan,217
"3/12/1971: Unknown perpetrators bombed the Portland Police Community Relations Center in Portland, Oregon, United States.  There were no casualties but the building sustained $10,000 in damages.",1,Left-Wing Militants,217
,10,Turkish People's Liberation Army,209
,10,Turkish People's Liberation Army,209
,8,Popular Front for the Liberation of Palestine (PFLP),142
,3,Tupamaros (Uruguay),218
"3/15/1971: Unknown perpetrators firebombed a draft board office in San Mateo, California, United States.  There were no casualties and it is unknown if the office was damaged.",1,Left-Wing Militants,217
,1,"Weather Underground, Weathermen",217
"3/17/1971: Unknown perpetrators set fire to a classroom used by the Air Force R.O.T.C. at Cornell University in Ithaca, New York, United States.  There were no casualties and the fire caused only minor damage.",1,Student Radicals,217
,8,Catalan Liberation Front (FAC),185
"3/18/1971: Unknown perpetrators bombed an Army Recruiting office in Jacksonville, Florida, United States.  There were no casualties and it is unknown if the office was damaged.",1,Left-Wing Militants,217
,8,Black Cells,362
"3/19/1971: Suspected members of the Armed Revolutionary Independence Movement (MIRA) set off three incendiaries at the B. Altman Department Store in Manhattan, New York, United States.  There were no casualties and the store sustained $50 in damages.",1,Armed Revolutionary Independence Movement (MIRA),217
"3/21/1971: Unknown perpetrators threw a Molotov cocktail into the Dean's office at the Fletcher School of Law and Diplomacy at Tufts University in Medford, Massachusetts, United States.  There were no casualties but the office of the Dean and an adjoining office were destroyed and two other offices were damaged.  Total damages amounted to $75,000.",1,Student Radicals,217
,1,"Weather Underground, Weathermen",217
"3/23/1971: Unknown perpetrators detonated two small bombs at in the Center Building at Wayne State University in Detroit, Michigan, United States.  There were no casualties but the buildings sustained around $4,000 in damages.",1,Student Radicals,217
"3/23/1971: Unknown perpetrators firebombed the Mountclef Bank of America branch on the campus of California Lutheran College in Thousand Oaks, California, United States.  There were no casualties but the building sustained an estimated $20,000 in damages.",1,Left-Wing Militants,217
,8,Unknown,98
,10,Unknown,209
,1,Unknown,217
,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,10,Unknown,209
,1,Black Liberation Army,217
,1,Secret Cuban Government,217
,5,Students,160
"3/30/1971: The Jewish Defense League is suspected of planting a pipe bomb in front of a building that housed the headquarters of the Communist Party USA in Manhattan, New York, United States.  There were no casualties but the front door of the building was damaged and windows at surrounding buildings were shattered.",1,Jewish Defense League (JDL),217
"3/31/1971: Unknown perpetrators firebombed a Military Recruiting Station in Denver, Colorado, United States.   There were no casualties and it is unknown if the center sustained any damages.",1,Left-Wing Militants,217
,10,Unknown,94
,10,Unknown,94
,10,Unknown,94
,1,Unknown,217
,10,Popular Front for the Liberation of Palestine (PFLP),102
,8,Catalan Liberation Front (FAC),185
"4/2/1971: Police Officers Leonard A. Christiansen and Paul C. Teel were ambushed while on duty in Riverside, California, United States.  The officers, responding to a fake burglary call, were shot and killed as they got out of their car.  Police believed that the attack was carried out by three Black militants.",1,Black Nationalists,217
,8,Catalan Liberation Front (FAC),185
,1,Unknown,217
"4/3/1971: Dr. R. Wiley Brownlee, high school principle and promoter of racial coexistence was struck down and kidnapped by members of the Ku Klux Klan in Ypsilanti, Michigan, United States.  Dr. Brownlee was released later in the night but not before he was tarred and feathered.",1,Ku Klux Klan,217
"4/3/1971: Unknown perpetrators mistakenly threw two Molotov cocktails into an office next door to the Worth County Selective Service office in Sylvester, Georgia, United States.  There were no casualties but the firebomb caused $8,000 in damage.",1,Left-Wing Militants,217
"4/5/1971: Unknown perpetrators bombed the Bank of America branch in Ben Lomond, California, United States.  There were no casualties but the building sustained minor damages.",1,Left-Wing Militants,217
"4/5/1971: In a series of related attacks, unknown perpetrators firebombed a pharmacy and cafeteria that was owned by a member of the Puerto Rican Independence movement in San Juan, Puerto Rico.  There were no casualties but the property sustained more than $100,000 in damages.",1,Unknown,217
"4/5/1971: In a series of related attacks, unknown perpetrators firebombed a bookstore that was owned by a member of the Puerto Rican Independence movement in San Juan, Puerto Rico.  There were no casualties but the building sustained heavy damage.",1,Unknown,217
,10,RYF,209
,10,Turkish People's Liberation Army,209
,10,Turkish People's Liberation Army,209
,1,Unknown,217
,1,Unknown,217
,10,Unknown,94
,8,Croatian Nationalists,198
"4/8/1971: The Fresno County Courthouse was bombed in Fresno, California, United States.  There were no casualties and the building sustained only minor damage.  Authorities were unsure who committed the attack, but minutes after the explosion, police received a phone call stating that ""there's a bomb at the Chicano Liberation Front.""",1,Chicano Liberation Front,217
,10,RYF,209
,3,Peronist Armed Forces (FAP),11
,1,Black Revolutionary Assault Team,217
"4/14/1971: Two unknown perpetrators threw three Molotov cocktails at the Campus Police Headquarters of Stanford University in Palo Alto, California, United States.  Only one of the three firebombs exploded causing little damage.",1,Student Radicals,217
"4/14/1971: Puerto Rican nationalists placed a bomb at the Caribe Hilton Hotel in San Juan, Puerto Rico.  The bomb was discovered and subsequently dismantled.",1,Puerto Rican Nationalists,217
"4/15/1971: Unknown perpetrators bombed a Selective Service office in Los Angeles, California, United States.  There were no casualties and it is unknown if the office was damaged.",1,Left-Wing Militants,217
,1,Black Panthers,217
,1,Black Panthers,217
,8,Catalan Liberation Front (FAC),185
,1,Unknown,217
"4/19/1971: The Armed Commandos of Liberation claimed responsibility for detonating two bombs in American owned businesses at the El Comandante Shopping Center in San Juan, Puerto Rico.  The bombs caused extensive damage and three people were injured by flying glass.",1,Armed Commandos of Liberation,217
"4/20/1971: Unknown perpetrators bombed the Fresno Armed Forces Examining and Induction Center in Fresno, California, United States.  There were no casualties but the exterior of the building sustained minor damage.",1,Left-Wing Militants,217
"4/20/1971: For the second time in six weeks, unknown perpetrators bombed a Bank of America branch in Berkeley, California, United States.  There were no casualties but windows were shattered at the bank and at a business across the street.",1,Left-Wing Militants,217
"4/20/1971: Unknown perpetrators firebombed a Selective Service office in Richfield, Minnesota, United States.  There were no casualties and it is unknown if the office was damaged.",1,Left-Wing Militants,217
,1,Jewish Defense League (JDL),217
,1,Chicano Liberation Front,217
,1,Unknown,217
"4/23/1971: Suspected revolutionary leftists firebombed two delivery trucks parked outside of the main post office in Los Gatos, California, United States.  There were no casualties but the trucks were damaged.",1,Left-Wing Militants,217
"4/23/1971: A suspected member of the Weathermen bombed a Bank of America branch in Mill Valley, California, United States for the second time in a month.  There were no casualties but the night depositary box was damaged and a window was shattered.",1,"Weather Underground, Weathermen",217
"4/23/1971: Unknown perpetrators shot two electrical transformers that provided power to Stanford University in Palo Alto, California, United States.  There were no casualties but the transformers were damaged.",1,Student Radicals,217
"4/24/1971: There was a suspected bombing of the Army National Guard Armory in Youngstown, Ohio, United States.  There were no casualties and it is unknown if the building sustained any damages.",1,Left-Wing Militants,217
"4/25/1971: In a series of related incidents, unknown perpetrators threw a Molotov cocktail into Bauer Hall at Claremont Men's College in Claremont, California, United States.  R.O.T.C. classes were taught in the building.  The firebomb caused only slight damage.",1,Student Radicals,217
"4/25/1971: In a series of related incidents, unknown perpetrators threw a Molotov cocktail into Sumner Hall at Pomona College in Claremont, California, United States.  The firebomb caused only slight damage to the building.",1,Student Radicals,217
"4/26/1971: Unknown perpetrators firebombed the President's office of Harvey Mudd College in Claremont, California, United.  There were no casualties and it not known if the office was damaged in the incident.",1,Student Radicals,217
"4/27/1971: A bomb detonated in a men's restroom at Tamalpais High School in Mill Valley, California, United States. There were no casualties but the restroom was damaged. Two days after the bombing, Bruce Paul Lohmann, a student at the school, was arrested and admitted carrying out this attack as well as two other recent bombings at banks in the area.",1,Left-wing extremists,217
"4/27/1971: Unknown perpetrators bombed Julien's Furniture Store in Los Angeles, California, United States.  There were no casualties but the store was damaged.",1,Left-Wing Militants,217
"4/28/1971: Unknown perpetrators detonated a pipe bomb outside of the Bank of America branch at the Kaiser Center in Oakland, California, United States.  There were no casualties but the building sustained an estimated $8,500 in damages.",1,Left-Wing Militants,217
"4/28/1971: Suspected members of the Chicano Liberation Front bombed a Lincoln Heights Bank of America branch in Los Angeles, California, United States.  There were no casualties but the bank was damaged.",1,Chicano Liberation Front,217
,3,Revolutionary Armed Forces- Argentina (FAR-A),11
"4/29/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a Safeway in Los Angeles, California, United States.  There were no casualties but a hole was torn into the roof of the building.",1,Chicano Liberation Front,217
"4/29/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a Bank of America branch in Los Angeles, California, United States.  There were no casualties but the building sustained $1,600 in damages.",1,Chicano Liberation Front,217
"4/29/1971: Suspected revolutionary leftists set fire to ten trucks belonging to the Pacific Gas and Electric Company in Los Gatos, California, United States.  All ten trucks were destroyed.",1,Left-Wing Militants,217
"4/29/1971: Christopher Brian Cowsar went to the Air Force Recruiting Station in Berkeley, California, United States and stabbed Air Force Sergeant Rogers S. Mobley to death.  During the incident Cowsar screamed, ""he's sending people to Vietnam.  He's got to die.""",1,Left-Wing Militants,217
"4/30/1971: Unknown perpetrators broke into the National Guard Armory in San Jose, California, United States and set fire to trucks stationed in the parking lot.  Three vehicles were destroyed, three vehicles were heavily damaged, and one trailer was slightly damaged.  Total losses were estimated at $20,000.",1,Left-Wing Militants,217
"4/30/1971: Unknown perpetrators failed in their attempts to bomb the Selective Service office in Braintree, Massachusetts, United States.",1,Left-Wing Militants,217
,1,People's Revolutionary Party,217
,8,GAC,185
,3,Ejercito de Liberacion Nacional (Bolivia),26
,10,Turkish People's Liberation Army,209
"5/4/1971: Unknown perpetrators attempted to firebomb an Air Force Recruiting Station in Chico, California, United States.  However, the bomb fizzled out before it was able to ignite.",1,Left-Wing Militants,217
"5/4/1971: Unknown perpetrators bombed the transmission towers of the KMAK radio station in Fresno, California, United States.  A junction box was damaged and the station was temporarily knocked off the air.",1,Chicano Radicals,217
"5/4/1971: Two radical leftists failed in their attempts to firebomb a Bank of America branch in San Bruno, California, United States.",1,Left-Wing Militants,217
,10,Unknown,94
,8,Catalan Liberation Front (FAC),185
,1,Unknown,217
"5/5/1971: Unknown perpetrators threw a firebomb at the American Opinion Bookstore in Chico, California, United States.  The firebomb failed to break through the window of the store but scorched the outside wall of the building.",1,Left-Wing Militants,217
