summary,motive,region,gname,country
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
"9/22/1987:  Unknown perpetrators failed in their attempts to ignite two firebombs on the roof of the Planned Parenthood of Minnesota in the Highland Park area of St. Paul, Minnesota, United States.  After the failed firebombing, the perpetrators notified authorities of the incendiary devices which were subsequently removed.",To protest the practice of abortion and to sabotage abortion facilities operating in Minnesota.,1,Anti-Abortion extremists,217
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Nicaraguan Resistance,145
,,3,Death Squad,45
,,3,Death Squad,45
,,3,Death Squad,45
,,3,Death Squad,45
,,3,Death Squad,45
,,3,Death Squad,45
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Shining Path (SL),159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Latin American Anti-Fascist Command,45
,,3,Latin American Anti-Fascist Command,45
,,3,Latin American Anti-Fascist Command,45
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,10,Unknown,110
,,4,Unknown,101
,,10,Hezbollah,110
,,2,Nicaraguan Resistance,88
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,National Anti Communist Commando,61
,,10,Palestinians,97
,,10,Unknown,110
,,11,African National Congress (South Africa),183
,,3,Unknown,30
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Lorenzo Zelaya Revolutionary Front (LZRF),88
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,National Liberation Army of Colombia (ELN),222
,,3,National Liberation Army of Colombia (ELN),45
,,8,Revolutionary People's Struggle (ELA),78
,,3,Shining Path (SL),159
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Shining Path (SL),159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,10,Unknown,110
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Death Squad,159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,8,Basque Fatherland and Freedom (ETA),185
,,11,Unknown,213
,,6,Sikh Extremists,92
,,3,Death Squad,45
,,10,Unknown,110
,,11,Unknown,137
,,10,Palestinians,97
,,8,November 17 Revolutionary Organization (N17RO),78
,,3,Shining Path (SL),159
,,5,New People's Army (NPA),160
,,3,Unknown,45
,,11,African National Congress (South Africa),183
,,8,November 17 Revolutionary Organization (N17RO),78
,,3,Unknown,159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,Sikh Extremists,92
,,2,Nicaraguan Resistance,145
,,3,Shining Path (SL),159
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,8,Guardians of the Islamic Revolution,603
,,10,Kurdistan National Union,95
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,5,New People's Army (NPA),160
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Irish National Liberation Army (INLA),603
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,6,Unknown,153
"10/5/1987:  Unknown perpetrators ignited a fire at the building next to the Planned Parenthood of Minnesota in the Highland Park area of St. Paul, Minnesota, United States.  The fire burnt itself out before it could spread into the abortion clinic.",To protest the practice of abortion and to sabotage abortion facilities operating in Minnesota.,1,Anti-Abortion extremists,217
"10/05/1987:  Members of a group calling itself the ""Evan Mecham Eco-Terrorist International Conspiracy"" (EMETIC), claimed responsibility for using an acetylene torch to cut through support bolts in twelve pylons connected to cables which held the main ski chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff, Arizona in the United States.  The propane torches were used to cut the polls along the newest chairlift at Agassiz Peak, and additionally, the perpetrators smashed windows at the terminal stations at the top of the lift as well as at a building used by ski patrol in the winter.  There were no casualties, but the property damage was estimated at $100,000. In a letter to local media outlets after the incident, the group stated more sabotage would follow.  Marc Leslie Davis and Margaret Katherine Millet, were arrested and in 1991, pled guilty and sentenced for their involvement in this incident.","The mountain peaks on which the ski resort sat, were considered sacred to the Navajo and Hopi Indian tribes, and the perpetrators criticized the US Forest Service for allowing the ski area to be built there back in the 1970s.",1,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),217
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,11,Unknown,183
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,3,Shining Path (SL),159
,,3,Unknown,26
,,8,Ulster Freedom Fighters (UFF),603
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,Tamils,186
,,6,Tamils,186
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Shining Path (SL),159
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Tamils,186
,,8,Syrian Mujahideen,21
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Resistance,145
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,3,Unknown,159
,,3,Unknown,159
,,3,Unknown,222
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,2,Nicaraguan Resistance,145
,,8,Ulster Freedom Fighters (UFF),603
,,3,Unknown,11
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Shining Path (SL),159
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,5,New People's Army (NPA),160
,,2,Nicaraguan Resistance,145
,,6,Tamils,186
,,2,Lorenzo Zelaya Revolutionary Front (LZRF),88
,,2,Lorenzo Zelaya Revolutionary Front (LZRF),88
,,2,Lorenzo Zelaya Revolutionary Front (LZRF),88
,,11,Unknown,137
,,2,Nicaraguan Resistance,145
,,3,Death Squad,45
,,10,Force 17,97
,,3,Unknown,11
,,6,Unknown,153
,,8,Unknown,98
,,8,Terra Lliure,185
,,11,Unknown,231
,,6,Tamils,186
,,6,Tamils,186
,,6,Tamils,186
,,6,Tamils,186
,,2,Unknown,87
,,8,Revolutionary Cells,362
,,5,New People's Army (NPA),160
,,11,Unknown,183
,,11,Unknown,183
,,6,Tripura National Volunteers (TNV),92
,,6,Tripura National Volunteers (TNV),92
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Shining Path (SL),159
,,6,Tamils,186
,,3,Shining Path (SL),159
,,6,People's Liberation Front (JVP),186
,,8,Irish Republican Army (IRA),96
,,8,Unknown,98
,,10,Palestinians,110
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,2,Nicaraguan Resistance,145
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,3,Death Squad,45
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,12,Unknown,67
,,2,Nicaraguan Resistance,145
,,6,Tamils,186
,,3,Unknown,159
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Popular Liberation Army (EPL),45
,,6,Sikh Extremists,92
,,2,Nicaraguan Resistance,145
,,6,Sikh Extremists,92
,,11,African National Congress (South Africa),183
,,6,Sikh Extremists,92
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,3,Insurgency Commune,45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,Unknown,11
,,3,Popular Liberation Army (EPL),45
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,6,Unknown,153
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,6,Sikh Extremists,92
,,6,Tripura National Volunteers (TNV),92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Unknown,11
,,8,Unknown,69
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Nicaraguan Resistance,145
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Unknown,11
,,3,Tupac Amaru Revolutionary Movement (MRTA),45
,,3,Tupac Amaru Revolutionary Movement (MRTA),45
,,8,Unknown,55
,,8,Unknown,69
,,8,Unknown,69
,,8,Irish Republican Army (IRA),603
,,2,Unknown,156
,,11,National Union for the Total Independence of Angola (UNITA),8
,,3,Unknown,45
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Resistance,145
,,3,Unknown,11
,,3,Unknown,45
,,6,Unknown,153
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,Tamils,186
,,3,Unknown,45
,,6,People's Liberation Front (JVP),186
,,10,Unknown,110
,,3,Unknown,11
,,10,Unknown,106
,,3,Popular Liberation Army (EPL),45
,,4,Revolutionary Workers' Council (Kakurokyo),101
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,People's Liberation Front (JVP),186
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Popular Liberation Army (EPL),45
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,2,Death Squad,61
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,5,New People's Army (NPA),160
,,5,Unknown,138
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,6,People's Liberation Front (JVP),186
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,8,Irish Republican Army (IRA),603
,,11,African National Congress (South Africa),183
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,3,Popular Liberation Army (EPL),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Tamils,186
,,3,Death Squad,45
,,10,Unknown,110
,,10,Tanyus Shanin Armed Unit,110
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,6,Unknown,19
,,3,Unknown,26
,,3,Unknown,45
,,3,Unknown,45
,,10,Unknown,209
,,10,Unknown,209
,,10,Unknown,209
,,3,National Liberation Army of Colombia (ELN),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,National Liberation Army of Colombia (ELN),45
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Death Squad,45
,,2,Unknown,156
,,3,National Liberation Army of Colombia (ELN),45
,,8,Unknown,362
,,8,Revolutionary Cells,362
,,8,Unknown,151
,,6,Unknown,153
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Tamils,186
,,6,People's Liberation Front (JVP),186
,,8,Unknown,362
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,5,New People's Army (NPA),160
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,Movement of the Revolutionary Left (MIR) (Peru),159
,,8,Autonomen,362
,,3,Shining Path (SL),159
,,5,New People's Army (NPA),160
,,8,Basque Fatherland and Freedom (ETA),185
,,10,Unknown,106
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Unknown,87
,,3,Shining Path (SL),159
,,3,National Liberation Army of Colombia (ELN),45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,11
,,3,Unknown,11
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,10,Unknown,209
,,2,Unknown,87
,,2,Unknown,87
,,2,Nicaraguan Resistance,145
,,5,New People's Army (NPA),160
,,3,Death Squad,45
,,3,Death Squad,45
,,6,Tamils,186
,,3,Unknown,11
,,3,National Liberation Army of Colombia (ELN),45
,,10,Palestinians,97
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Guerrilla Army of the Poor (EGP),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,Tamils,186
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Unknown,87
,,6,Tamils,186
,,11,African National Congress (South Africa),183
,,8,Irish Republican Army (IRA),603
,,3,Death Squad,45
,,3,Death Squad,45
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
,,2,Unknown,61
"11/07/1987: Members of the Evan Mecham Eco-Terrorist International Conspiracy (EMETIC), claimed responsibility for damaging the pylons and cables which supported the main ski chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff, Arizona in the United States,   There were no casualties, but the property damage was estimated at $26,000 and an additional $30,000 to heighten security at the resort. In a letter to the ski resort, the group stated that ""if trees were not allowed to grow back"" and ""ski operations not discontinued,"" then more damage would occur. Marc Leslie Davis, Margaret Katherine Millet, Ilse Washington Asplund, and Marc Andre Baker were arrested and in 1991, pled guilty and sentenced for their involvement in this incident.","To protest the destruction of trees, and the development of the ski resort and skiing activity on the land.",1,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),217
,,10,Abu Nidal Organization (ANO),155
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,2,Death Squad,61
,,5,New People's Army (NPA),160
,,10,Abu Nidal Organization (ANO),110
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,3,Unknown,196
,,8,Ulster Freedom Fighters (UFF),603
,,3,Unknown,11
,,5,Unknown,178
,,5,Unknown,178
,,6,People's Liberation Front (JVP),186
,,2,Unknown,83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,10,Unknown,110
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,10,Unknown,110
,,8,Protestant extremists,603
,,3,Unknown,11
,,11,South-West Africa People's Organization (SWAPO),139
,,11,Unknown,139
,,6,Unknown,153
,,11,Unknown,139
,,11,Unknown,139
,,6,Tamils,186
,,10,Kurds,209
,,10,Kurds,209
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,45
,,3,Death Squad,45
,,3,Revolutionary Armed Forces of Colombia (FARC),222
,,3,Unknown,11
,,10,Unknown,110
,,3,Shining Path (SL),159
,,11,African National Congress (South Africa),183
,,3,Unknown,11
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,8,Free Galician People's Guerrilla Army,185
,,2,Rebel Armed Forces of Guatemala (FAR),83
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,6,Unknown,186
,,6,Tripura National Volunteers (TNV),92
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Unknown,11
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
,,5,New People's Army (NPA),160
,,6,Tamils,186
,,11,Ethiopian People's Revolutionary Party,65
,,3,Unknown,11
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,6,Unknown,92
,,6,Unknown,92
,,10,Liberation Battalion,110
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Nicaraguan Resistance,145
,,6,Unknown,153
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Irish People's Liberation Organization (IPLO),603
,,11,African National Congress (South Africa),183
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Unknown,186
,,3,Shining Path (SL),159
,,3,National Liberation Army of Colombia (ELN),45
,,8,Irish People's Liberation Organization (IPLO),603
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,5,New People's Army (NPA),160
,,6,Tamils,186
,,3,Shining Path (SL),159
,,11,Unknown,183
,,3,Death Squad,45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,8,Corsican National Liberation Front (FLNC),69
,,6,Unknown,153
,,3,Unknown,45
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,11,African National Congress (South Africa),183
,,2,Unknown,87
,,2,Unknown,87
,,5,New People's Army (NPA),160
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,10,Unknown,106
,,2,Unknown,83
,,2,Unknown,87
,,10,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",97
,,2,National Anti Communist Commando,61
,,10,Unknown,110
"11/25/1987: The Animal Rights Militia (ARM), a faction of the Animal Liberation Front (ALF), claimed responsibility for an arson at the Ferrera Meat Company Inc. plant in Santa Clara, California, in the United States.  After the incident, a woman phoned the Associated Press in San Francisco and stated that ARM was retaliating against the ""hundreds of thousands of cattle slaughtered each year in America."" There were no casualties in the incident, but the fire destroyed the wood-and-aluminum barn that contained grain and hay.","To protest the hundreds of thousands of cattle slaughtered each year in America ""after living lives of misery to appease flash-eating tendencies in America.""",1,Animal Liberation Front (ALF),217
,,3,Unknown,26
,,2,Unknown,58
,,11,Zimbabwe African Nationalist Union (ZANU),231
,,11,Zimbabwe African Nationalist Union (ZANU),231
,,11,Mozambique National Resistance Movement (MNR),231
,,10,Force 17,97
,,3,Unknown,11
,,2,Unknown,58
,,6,Unknown,153
,,11,Unknown,230
,,5,New People's Army (NPA),160
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Unknown,69
,,6,Tamils,186
,,11,Mozambique National Resistance Movement (MNR),137
,,6,Tamils,186
,,1,Nuclear Liberation Front,217
"11/28/1987: In an anonymous phone call after the incident, the Animal Liberation Front (ALF) claimed responsibility for an arson at the V. Melani Poultry Company Inc. warehouse in Santa Clara, California in the United States, causing $200,000 in damage and smoke damage to about 3,000 boxed chickens, which were deemed unfit for sale.  Additionally, the group spray painted the words ""Animal Liberation Front"" and ""killers"" on the walls of the firm and vandalized several company vehicles.  There were no casualties in the incident.",To protest the slaughter and treatment of animals.,1,Animal Liberation Front (ALF),217
,,6,Unknown,153
,,5,New People's Army (NPA),160
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Unknown,153
,,3,Movement of the Revolutionary Left (MIR) (Peru),159
,,5,New People's Army (NPA),160
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
