index,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,motive2,topic1,topic2
115,201002050012,2010,2,5,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566000000004,44.371773,1.0,0,"The attack occurred in the Sab'ah Nisan district of Baghdad, Baghdad, Iraq.","02/05/2010: On Friday, in the Sab'ah Nisan district of Baghdad, Iraq, armed assailants fired upon a group of Shia pilgrims in the eastern Zayyunah neighborhood, injuring one civilian. No damages were reported and no group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,,A group of Shia pilgrims,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is to intimidate Shia pilgrims in Baghdad.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""One Civilian Wounded in Armed Attack in Baghdad, Iraq,"" Worldwide Incidents Tracking System, July 08, 2010.","Reuters, ""Factbox - Security Developments in Iraq, February 5,"" Reuters, February 05, 2010, http://www.alertnet.org/thenews/newsdesk/LDE6141U8.htm.",,ISVG,-9,-9,0,-9,,"[u'intimid', u'shia', u'pilgrim', u'baghdad']",0.8488707542419434,0.15112920105457306
120,199903190006,1999,3,19,,1,,45,Colombia,3,South America,Cundinamarca,El Saque,4.669244,-73.916877,2.0,0,,"03/19/1999: In a series of related incidents, the Army of National Liberation (ELN) kidnapped 14 people at a roadblock in El Saque, in the Bolivar municipality of Colombia. The perpetrators intercepted a van from Inpec (National Institute of Prisons and Penitentiaries), kidnapping the six inmates and five Inpec officials. Three workers for Cauca Telecom were taken at the roadblock, but were released soon after. The ELN collaborated with the Fuerzas Armadas Revolucionarias de Colombia (FARC) in this incident.",1,1,1,0.0,,,1.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",National Institute of Prisons and Penitentiaries,Van carrying six inmates and five guards in Colombia,45.0,Colombia,1.0,Business,,,Cauca Telecom,Three workers for Cauca Telecom,45.0,Colombia,,,,,,,,,National Liberation Army of Colombia (ELN),,Revolutionary Armed Forces of Colombia (FARC),,,,This kidnapping was a financing operation.,0.0,0.0,,0,,,0.0,,,0.0,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,,0.0,,,0.0,,0,,,,,1.0,14.0,0.0,,-99.0,,,1.0,-99.0,0.0,-99.0,0.0,This kidnapping was a financing operation for ELN and FARC. No specific information was given on the ransom.,7.0,Unknown,3.0,"The three Cauca Telecom employees were released soon after the kidnapping, but no information was available on the other kidnap victims. This was one of six related attacks (cf. 199903190006-11).","“Over 60 Kidnapped in 24 Hours,” El Espectador, March 20, 1999.",,,CETIS,0,0,0,0,"199903190006, 199903190007, 199903190008, 199903190009, 199903190010, 199903190011","[u'kidnap', u'financ', u'oper']",0.20070484280586243,0.79929518699646
121,201211030025,2012,11,3,,0,,92,India,6,South Asia,Odisha,Kalimunda,20.515545,84.118266,1.0,0,,"11/03/2012: At least 20 Maoists attacked a road-building site at Kalimunda village, Odisha state, India. The assailants set five tractors and a JCB machine on fire. They also left pamphlets behind calling on the public to join their bandh (strike).",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12.0,Construction,Unknown,Construction Equipment,92.0,India,,,,,,,,,,,,,,,,,Maoists,,,,,,The assailants left behind a pamphlet calling for support of their bandh (strike).,0.0,,,0,20.0,0.0,1.0,5.0,Note left at scene,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Five tractors and a JCB machine were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Maoists torch 5 tractors, JCB machine in B'garh,"" The Pioneer, November 5, 2012.",,,START Primary Collection,-9,-9,0,-9,,"[u'assail', u'leav', u'pamphlet', u'call', u'support', u'bandh', u'strike']",0.9117047786712646,0.08829525113105774
125,201401070039,2014,1,7,,0,,92,India,6,South Asia,Meghalaya,Edenbari,25.56482,90.248945,1.0,0,,"01/07/2014: Assailants attacked a group of police officers in Edenbari town, Meghalaya state, India. Two police officers were injured in the attack. The Achik National Volunteer Council-B (ANVC-B) claimed responsibility for the incident, stating that they carried out the attack because they suspected that the police officers were rivals disguised as police, since they had refused to produce any documents.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Indian Police Service (IPS),Officers,92.0,India,,,,,,,,,,,,,,,,,Achik National Volunteer Council-B (ANVC-B),,,,,,"Achik National Volunteer Council-B (ANVC-B) claimed responsibility for the incident, stating that they carried out the attack because they suspected that the police officers were rivals disguised as police, since they had refused to produce any documents.",0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Tuesday shootout: Contradictory claims galore,"" The Sentinel, January 10, 2014.","""ANVC (B) blames police,"" The Sentinel, January 8, 2014.","""Low intensity explosion in Meghalaya; no causalities,"" Nagaland Post, January 11, 2014.",START Primary Collection,0,0,0,0,,"[u'achik', u'nation', u'volunt', u'council', u'anvc', u'claim', u'respons', u'state', u'carri', u'suspect', u'polic', u'offic', u'rival', u'disguis', u'polic', u'refus', u'produc', u'document']",0.042402006685733795,0.9575980305671692
135,197412290001,1974,12,29,,0,,217,United States,1,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,1.0,0,Holmesburg Prison in Philadelphia,"12/29/1974: James H. Price, Black Muslim and government informant in the Hanafi murders from January 1973, is murdered in a prison cell in the Holmesburg Prison in Philadelphia, Pennsylvania in the United States, by Black Muslims who were also convicted in the Hanafi murder case.  It is suspected that Price was murdered because he was a potential witness against the Black Muslims, and the organization had previously stated that police informants would be in danger.",1,1,1,1.0,2.0,Other Crime Type,0.0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68.0,Named Civilian,"Black Muslim and government informant, James H. Price","James H. Price, government informant in Hanafi murder case",217.0,United States,,,,,,,,,,,,,,,,,Black Muslims,,,,,,The suspected motive for Price's murder is that he was a government informant and witness against other Black Muslims who were involved in the Hanafi murder case.,0.0,,,0,3.0,3.0,-9.0,,,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",9.0,Melee,24.0,Rope or Other Strangling Device,,,,,,,,,"severe beating of victim and strangulation by ""hanging by braided shoe strings and a knotted bed sheet from an overhead ventilating grate in a cell in the prison.""",1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,"This is a case of inner-party conflict and it is still unclear whether the motive behind the murder of Price was to intimidate other potential government witnesses against the Black Muslims, or simply to get revenge on Price in particular.","Eugene L. Meyer, ""Hanafi Slaying Convict Guilty Of Murdering Key Witness,"" The Washington Post, August 22, 1975.","Eugene L. Meyer and Alfred E. Lewis, ""Black Muslim Informer Slain In Philadelphia Prison Cell,"" The Washington Post, December 31, 1974.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,,"[u'suspect', u'price', u'murder', u'govern', u'inform', u'wit', u'black', u'muslim', u'involv', u'hanafi', u'murder', u'case']",0.08104107528924942,0.9189589023590088
149,201510070040,2015,10,7,,1,,113,Libya,10,Middle East & North Africa,Sirte,Al-Baghla,30.15003,16.921525,2.0,0,,"10/07/2015: Assailants hijacked five fuel trucks and abducted their drivers in Al-Baghla village, Sirte district, Libya. The drivers were released on November 8, 2015. No group claimed responsibility for the incident; however, sources attributed the attack to the Tripoli Province of the Islamic State.",1,1,1,0.0,,,0.0,1,0,4,Hijacking,,,,,1,Business,1.0,Gas/Oil/Electric,Brega Marketing Company,Fuel Transport Trucks,113.0,Libya,,,,,,,,,,,,,,,,,Tripoli Province of the Islamic State,,,,,,"The specific motive is unknown; however, sources noted that the Tripoli Province of the Islamic State no longer allows trucks to travel through its checkpoints as a result of fighting with Operation Dawn.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"Five fuel trucks and 200,000 liters of fuel were stolen in this attack.",1.0,5.0,0.0,,32.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,5.0,,"""Libyan city may be ISIS' fallback option,"" International New York Times, November 30, 2015.","""Libya security digest Arab Media October 8, 2015,"" Libya Digest, October 8, 2015.","""Libya: Five Truck Drivers From Misratah Reportedly Abducted by ISIL,"" Libya WAL News Agency, October 7, 2015.",START Primary Collection,0,0,0,0,,"[u'note', u'tripoli', u'provinc', u'islam', u'state', u'longer', u'allow', u'truck', u'travel', u'checkpoint', u'result', u'fight', u'oper', u'dawn']",0.9418246746063232,0.05817536637187004
177,201610230049,2016,10,23,,0,,92,India,6,South Asia,Manipur,Hundung,25.127042000000007,94.363763,1.0,0,,"10/23/2016: Assailants threw two hand grenades at a hospital in Hundung, Manipur, India. At least one Indian Reserve Battalion (IRB) officer was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM).",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Indian Reserve Battalion (IRB),Officers,92.0,India,,,,,,,,,,,,,,,,,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),,,,,,"The specific motive is unknown; however, sources suspected that the National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) was opposed to the opening of the hospital and other areas of development.",0.0,,,0,2.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,Two hand grenades were used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""IRB jawan injured in blast ahead of CM visit at Ukhrul,"" United News of India, October 24, 2016.","""Manipur: 2 India Reserve Battalion jawans injured in IED explosions in Ukhrul district,"" International Business Times India, October 24, 2016.","""Manipur CM was alerted by intelligence agencies of a possible attack,"" NewsR.in, October 25, 2016.",START Primary Collection,0,0,0,0,,"[u'suspect', u'nation', u'socialist', u'council', u'nagaland', u'isak', u'muivah', u'nscn', u'oppos', u'open', u'hospit', u'area', u'develop']",0.05541428178548813,0.9445857405662537
178,200109070002,2001,9,7,,0,,186,Sri Lanka,6,South Asia,Eastern,Trincomalee,8.577826,81.218719,1.0,0,"at a checkpoint in the Mihindapura area of the Trincomalee district, about 240 kilometers east of the capital Colombo","09/07/2001: The Liberation Tigers of Tamil Eelam (LTTE) opened fire at a group of 140 bus passengers, at a checkpoint in the Mihindapura area of the Trincomalee district, Sri Lanka.  The incident resulted in the death of a soldier and three civilians. Three civilians were also injured in the attack. A military spokesman said that the soldiers did not return fire out of fear of additional civilian casualties.  These passengers were on their way to a religious ceremony at Sri Kandaswami Hindu Kovil in Kadiraveli via the Kanthalai -Verugal road. The LTTE rebels had been fighting for a separate state for minority Tamils in the country's north and east.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,4,Military,36.0,Military Checkpoint,Sri Lankan Military/Police,soldiers and policemen at checkpoint,186.0,Sri Lanka,14.0,Private Citizens & Property,71.0,Race/Ethnicity Identified,Sri Lankan civilians,Sri Lankan civilians,186.0,Sri Lanka,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,The LTTE rebels were fighting for a separate state for minority Tamils in the country's north and east,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,4.0,0.0,0.0,3.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Sri Lankan Tamil Rebels Attack Checkpoint, Four Killed,"" Xinhua General News Service, September 7, 2001.","Dhaneshi Yatawara, ""What liberation is he contemplating?,"" Sunday Observer (Sri Lanka), December 2, 2007.","""Establishment of Eastern civil administration fast tracked,"" Daily News (Sri Lanka), dailynews.lk, August 24, 2007.",UMD Sri Lanka 2011,0,0,0,0,,"[u'ltte', u'rebel', u'fight', u'separ', u'state', u'minor', u'tamil', u'countri', u'north', u'east']",0.9309679269790649,0.06903204321861267
192,200211200005,2002,11,21,,0,,6,Algeria,10,Middle East & North Africa,M'sila,M'sila,35.696111,4.539313,1.0,1,"The road linking M'sila with Ain Rich, 250 kilometers southeast of Algiers","11/21/2002: A bomb exploded in the vicinity of a taxi cab near M'sila city, M'sila province, Algeria.  Six people were killed and two were injured in the explosion.  No group claimed responsibility and the specific motive is unknown.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Civilians,Civilians in a taxi cab near M'sila city,6.0,Algeria,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"Specific motive is unknown; however, the incident occurred during increased violence during Ramadan.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,6.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,,An explosive device detonated in the vicinity of a taxi cab,0.0,,,,,,,,,,,,,,,,,"""Bomb Attack Kills Six in Algeria,"" Agence France Presse, November 21, 2002","""Algeria: Three People Killed by 'Terrorists' East of Algiers,"" Algerian Radio, November 21, 2002",,UMD Schmid 2012,-9,-9,0,-9,,"[u'occur', u'increas', u'violenc', u'ramadan']",0.8434854745864868,0.15651452541351318
193,201601070016,2016,1,7,,0,,19,Bangladesh,6,South Asia,Khulna,Jhenaidah,23.545313,89.172279,1.0,0,,"01/07/2016: Assailants stabbed and killed Samir al-Din, a Christian convert, in Jhenaidah, Khulna division, Bangladesh. The Islamic State in Bangladesh claimed responsibility for the incident and stated that Samir al-Din was targeted for converting to Christianity. However, the government questioned the veracity of this claim.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Former Christian Convert: Samir al-Din,19.0,Bangladesh,,,,,,,,,,,,,,,,,Islamic State in Bangladesh,,,,,,The Islamic State in Bangladesh claimed responsibility for the incident and stated that Samir al-Din was targeted for converting to Christianity.,1.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A knife was used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Islamic State claims murder of Christian convert in Bangladesh: online group,"" Reuters Canada, January 8, 2016.","""IS claims responsibility for Jhenaidah murder,"" Dhaka Tribune, January 8, 2016.","""IS claims murder of Christian convert in Bangladesh: Online group,"" Chandigarh Tribune, January 8, 2016.",START Primary Collection,0,0,0,0,,"[u'islam', u'state', u'bangladesh', u'claim', u'respons', u'samir', u'convert', u'christian']",0.07192900031805038,0.9280710220336914
198,201406140144,2014,6,14,,0,,4,Afghanistan,6,South Asia,Nangarhar,Unknown,34.171831,70.621679,4.0,0,,"06/14/2014: Assailants attacked a polling station in Nangarhar province, Afghanistan. There were no reported casualties in the attack. This was one of 19 attacks on polling stations in Nangarhar province on June 14, 2014. No group claimed responsibility for the incident.",1,1,1,0.0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),19.0,Election-related,Independent Election Commission (IEC) of Afghanistan,Polling Station,4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the attack on the polling station was meant to disrupt the run-off elections occurring on June 14, 2014.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if a polling station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Militants attack 19 polling sites in Nangarhar,"" Pajhwok Afghan News, June 14, 2014.",,,START Primary Collection,-9,-9,0,-9,"201406140100, 201406140130, 201406140131, 201406140132, 201406140133, 201406140134, 201406140135, 201406140136, 201406140137, 201406140138, 201406140139, 201406140140, 201406140141, 201406140142, 201406140143, 201406140144, 201406140145, 201406140146, 201406140147","[u'note', u'poll', u'station', u'mean', u'disrupt', u'elect', u'occur', u'june']",0.9283978939056396,0.07160213589668274
203,201111080021,2011,11,7,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Katlang,34.356659,72.075523,1.0,0,"The Katlingdheri girls’ school in the Katlang area of Derai district, on the outskirts of Mardan","11/7/2011: Unidentified militants blew up a government school in Katlang, Khyber Pakhtunkhwa, Pakistan.  Katlingdheri girls’ school had just been upgraded to a high school at the time of the incident; three rooms were destroyed in the explosion and the remainder of the building was badly damaged.  There was no one at school at the time of the incident and no one was injured.  The specific motive behind the attack is unknown.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,A high school,A government run girls' high school in Katlang,153.0,Pakistan,,,,,,,,,,,,,,,,,Militants,,,,,,"Specific motive is unknown; however, it is worth noting that the school was the only girls' school in the area",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,8-10 kilograms of explosives attached to the walls of the school,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,Three of the five rooms in the school were completely destroyed and the remaining two rooms were damaged,0.0,,,,,,,,,,,,,,,,,"""Mardan girls’ govt. high school blown up,"" Plus News Pakistan, November 8, 2011.","""Militants blow up 'only girls' high school' in Derai district of Pakistan,"" Asian News International",,START Primary Collection,-9,-9,0,-9,,"[u'worth', u'note', u'school', u'girl', u'school', u'area']",0.10388599336147308,0.8961139917373657
204,201707010031,2017,6,28,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Mussini,12.26581,13.938675,1.0,0,,"06/28/2017: Assailants attacked Mussini, Borno, Nigeria. Five assailants were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,7.0,Facility/Infrastructure Attack,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Mussini Village,Village,147.0,Nigeria,,,,,,,,,,,,,,,,,Boko Haram,,,,,,"The specific motive is unknown; however, sources noted that the assailants were attempting to steal goods at the time of the attack.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,AK-47 assault rifles and fire were used in the attack.,5.0,0.0,5.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Unspecified property was stolen or damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Troops kill five Boko Haram terrorists, detonates IEDs,"" The Guardian Nigeria, July 2, 2017.","""Boko Haram loots Borno village, five terrorists killed,"" Nigeria Punch, July 2, 2017.","""Boko Haram: Troops kills 5 suspected terrorists in Borno,"" Pulse.ng, July 2, 2017.",START Primary Collection,0,0,0,0,,"[u'note', u'assail', u'attempt', u'steal', u'good', u'time']",0.9104763865470886,0.0895235538482666
211,201001270008,2010,1,27,,0,,153,Pakistan,6,South Asia,North-West Frontier Province,Dir,35.202293,71.873006,1.0,1,"In Nanger Khani village in Dir, Pakistan.","01/27/2010: On Wednesday, two brothers and their cousin, between the ages of eight and 12, were killed by a timed bomb explosion in a Nanger Khani village in Dir, Pakistan, about 240 kilometers north of Peshawar. The children tried to open the bomb while they were grazing the families' goats when the bomb exploded. The explosion partly destroyed the house that it was planted near. The militants want to create fear and terrify the residents. Pro-Taliban militants are suspected to have caused the explosion, but no group has claimed responsibility.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,153.0,Pakistan,,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,,,The militants want to create fear and terrify the residents.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,,,,,,,,,,,,,An improvised explosive device was used in the attack.,3.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,It is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"Agence France Presse, “Bomb Blast in Northwest Pakistan, Three Children Killed,” World News Connection, Agence France-Presse, January 27, 2010.","Dawn, “Blast Kills Three Children in Upper Dir,” http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-bomb-kills-three-children-in-upper-dir-ss-04 (January 27, 2010).","Jane’s Intelligence, “Improvised Explosive Device Attack Kills Three Civilians in Pakistan's Dir,” Terrorism Watch Report, January 28, 2010.",ISVG,0,0,0,0,,"[u'milit', u'want', u'creat', u'fear', u'terrifi', u'resid']",0.8897791504859924,0.11022082716226578
223,201501070091,2015,1,7,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0,The incident occurred in the Pahar Ganj area of Qasba Colony neighborhood.,"01/07/2015: Assailants opened fire on an Ahle Sunnat Wal Jamaat (ASWJ) activist in Pahar Ganj area, Qasba Colony neighborhood, Karachi city, Sindh province, Pakistan. The activist was killed and one other was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Ahle Sunnat Wal Jamaat (ASWJ),Brother of President: Abdul Latif,153.0,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, authorities noted that the attack, which targeted an Ahle Sunnat Wal Jamaat (ASWJ) activist, may have been part of a larger trend of sectarian violence in Pakistan.",0.0,,,0,2.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Three cops shot dead, one injured,"" The News International, January 8, 2015.",,,START Primary Collection,-9,-9,0,-9,,"[u'author', u'note', u'ahl', u'sunnat', u'jamaat', u'aswj', u'activist', u'larger', u'trend', u'sectarian', u'violenc', u'pakistan']",0.9337679743766785,0.06623198837041855
234,200804030010,2008,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Bay,Qansahdhere,2.776364,42.838097,1.0,0,,"4/3/2008: On Thursday, at 0400, Islamic insurgents attacked a hotel where the Bay region governor Abdufatah Mohammad Ibrahim and other government officials were staying in Qasahdere, Bay, Somalia. Four people were killed, two of whom were policemen, and eight other guards were wounded. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",,The Bay region governor Abdufatah Mohammad Ibrahim,182.0,Somalia,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,Islamic insurgents attacked a hotel where the Bay region governor Abdufatah Mohammad Ibrahim and other government officials were staying in Qasahdere.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,Unknown weapons were used in the attack.,4.0,0.0,,8.0,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,,"World News Connection, ""Islamists' Attack on Governor's Delegation in Mogadishu Kills Four,"" Agence France Presse, April 3, 2008.",,,ISVG,-9,-9,0,-9,,"[u'islam', u'insurg', u'attack', u'hotel', u'region', u'governor', u'abdufatah', u'mohammad', u'ibrahim', u'govern', u'offici', u'stay', u'qasahder']",0.9421911835670471,0.057808827608823776
249,201507100056,2015,7,10,,0,,92,India,6,South Asia,Jharkhand,Chainpur,24.014978,84.025986,1.0,0,,"07/10/2015: Assailants planted and detonated explosives at an under-construction government building in Chainpur area, Jharkhand state, India. This was one of three related bombings at under-construction government buildings in Chainpur on this date. There were no reported casualties, although the buildings were damaged in the blasts. Maoists claimed responsibility for the incident through posters left at the scene. In addition, Buddhan Murmu, a Maoist, was arrested in connection with the attacks.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government of India,Under-Construction Building,92.0,India,,,,,,,,,,,,,,,,,Maoists,,,,,,"The specific motive is unknown; however, sources suspected that Maoists may have carried out the attack in relation to an extortion demand.",0.0,,,0,50.0,1.0,1.0,5.0,Note left at scene,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,Eight landmines planted inside buildings were used in this and other related attacks.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Maoists blow up silk industrial buildings in Giridih,"" New Delhi Pioneer, July 11, 2015.","""Maoists Blow Up Newly-Constructed Buildings in Jharkhand,"" Outlook India, July 10, 2015.","""Maoist forces strike in Jharkhand, blow up govt buildings,"" DNA India, July 10, 2015.",START Primary Collection,-9,-9,0,-9,"201507100055, 201507100056, 201507100057","[u'suspect', u'maoist', u'carri', u'relat', u'extort', u'demand']",0.09888877719640732,0.9011112451553345
