summary,motive,region,gname,country
,,8,Official Irish Republican Army (OIRA),603
,,8,Red Hand Commandos,96
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,362
,,11,Eritrean Liberation Front,65
,,8,Irish Republican Army (IRA),603
,,8,Popular Front for the Liberation of Palestine (PFLP),15
,,8,Protestant extremists,603
,,8,Unknown,78
,,1,Continental Revolutionary Army,217
,,8,Croatian Nationalists,362
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,2,Guerrilla Army of the Poor (EGP),83
,,1,New World Liberation Front (NWLF),217
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,1,Croatian Nationalists,217
,,8,League of the 18,362
,,1,Croatian Nationalists,217
,,8,Ulster Volunteer Force (UVF),603
,,10,Mujahedin-e Khalq (MEK),94
,,8,Unknown,362
,,1,New World Liberation Front (NWLF),217
,,8,Unknown,362
,,8,Unknown,362
,,8,Protestant extremists,603
,,1,George Jackson Brigade,217
,,8,Irish Republican Extremists,603
,,1,George Jackson Brigade,217
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,8,Unknown,162
,,8,Unknown,362
,,1,Arabs,217
,,10,Polisario Front,136
,,1,23rd of September Communist League,130
,,10,Unknown,6
,,8,Croatian Nationalists,362
,,3,National Liberation Army of Colombia (ELN),45
,,8,Ulster Volunteer Force (UVF),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Republican Action Force,603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Unknown,11
,,8,Jewish Defense League (JDL),69
,,10,Popular Front for the Liberation of Palestine (PFLP),97
,,1,New World Liberation Front (NWLF),217
,,8,Ulster Volunteer Force (UVF),603
,,1,New World Liberation Front (NWLF),217
,,8,Basque Fatherland and Freedom (ETA),185
,,1,Unknown,217
,,3,Montoneros (Argentina),11
,,8,Croatian Nationalists,362
,,8,Unknown,185
,,1,Jewish Armed Resistance,217
,,1,Jewish Armed Resistance,217
,,8,Basque Fatherland and Freedom (ETA),185
,,1,New World Liberation Front (NWLF),217
,,8,Irish Republican Army (IRA),603
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,1,Red Guerilla Family,217
,,3,National Liberation Army of Colombia (ELN),45
,,8,Irish Republican Extremists,603
,,8,Ulster Freedom Fighters (UFF),603
,,3,Unknown,11
,,3,Popular Liberation Army (EPL),45
,,1,Jewish Armed Resistance,217
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Unknown,98
"01/21/1976: In Sacramento, California, United States, Jewish temple B'nai Israel was the target of an attempted bombing by unknown perpetrator(s). No warning was given.",Unknown,1,Unknown,217
,,10,Turkish People's Liberation Army,209
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Extremists,603
,,1,George Jackson Brigade,217
,,8,Protestant extremists,603
,,10,Unknown,209
,,8,Ulster Volunteer Force (UVF),603
,,8,Protestant extremists,603
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Unknown,98
,,8,Irish Republican Extremists,603
,,10,Turkish People's Liberation Army,209
,,1,Unknown,217
,,8,Armed Proletarian Nuclei (NAP),98
,,11,Popular Front for the Liberation of Palestine (PFLP),104
,,8,Irish Republican Extremists,603
,,3,Montoneros (Argentina),11
,,8,Protestant extremists,603
,,8,Protestant extremists,603
,,8,Unknown,162
,,3,Unknown,45
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,1,23rd of September Communist League,130
,,8,Irish Republican Army (IRA),96
,,8,Irish Republican Army (IRA),603
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,10,Armenian Secret Army for the Liberation of Armenia,110
,,1,New World Liberation Front (NWLF),217
,,1,New World Liberation Front (NWLF),217
,,3,Montoneros (Argentina),11
"02/01/1976: The New World Liberation (NWLF) Front bombed the car of a property landlord in San Francisco, California, United States, whose name appeared the next day on a letter, sent to the San Francisco Chronicle by NWLF members, with a list of slumlords and demands for dwellings to be brought up to standards with fire and safety codes.  This occurred in conjunction with the attempted bombing of another slum landlord's home  on this same day (197602010001). There was damage to the car due to the blast, but no casualties resulted.","The specific motive is unknown; however, the New World Liberation Front (NWLF) sent a letter the next day to the San Francisco Chronicle with a list of slumlords and demands for bringing dwellings up to fire and safety code regulations.",1,New World Liberation Front (NWLF),217
,,10,Unknown,94
,,8,Front for the Liberation of the French Somali Coast,69
,,8,Unknown,362
"02/04/1976: An arson, set by unknown perpetrator(s), destroyed the home of a black contractor in Keyes, California, in the United States.  His residence was one of only two black families in the town of 1,500 people, and several previous attempts at persuading the family to leave town had been unsuccessful.  It is unknown whether any injuries or fatalities resulted from the arson.","The specific motive is unknown; but it appears that it was racially driven, but also to send a message to other black families in the area.",1,White extremists,217
,,8,International Revolutionary Solidarity,69
,,8,International Revolutionary Solidarity,69
,,8,Irish Republican Army (IRA),603
,,8,Croatian Nationalists,362
,,8,Unknown,362
,,8,Irish Republican Army (IRA),603
,,8,Irish National Liberation Army (INLA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Red Brigades,98
,,8,Unknown,362
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Armed Proletarian Nuclei (NAP),98
,,3,Unknown,222
,,8,Ulster Volunteer Force (UVF),603
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Montoneros (Argentina),11
,,8,New Order- France,69
,,2,Unknown,61
,,1,New World Liberation Front (NWLF),217
,,2,Unknown,17
,,8,Front for the Liberation of the French Somali Coast,69
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,1,New World Liberation Front (NWLF),217
,,8,Irish Republican Army (IRA),603
"02/13/1976: Assailants attacked General Murtala Mohammed in a coup attempt at the Alagbon junction in Ikoyi neighborhood, Lagos, Nigeria. Mohammed, the 4th Head of State of Nigeria, and his driver were killed in the incident.  No group claimed responsibility; however, sources attributed the attack to a coup led by Buka Suka Dimka of the Nigerian Army Physical Training Corps.",,11,Coup plotters,147
,,11,Unknown,139
,,8,Ulster Freedom Fighters (UFF),603
,,3,National Liberation Army of Colombia (ELN),45
,,10,Armenian Secret Army for the Liberation of Armenia,110
,,3,M-19 (Movement of April 19),45
,,3,Unknown,222
,,10,Armenian Secret Army for the Liberation of Armenia,110
,,8,Ulster Freedom Fighters (UFF),603
,,10,Unknown,209
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,8,Ulster Volunteer Force (UVF),603
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,5,New People's Army (NPA),160
,,3,Revolutionary Command,222
,,8,Unknown,69
,,5,New People's Army (NPA),160
,,1,New World Liberation Front (NWLF),217
,,2,Unknown,61
,,8,United Liberation Front for the New Algeria,69
,,3,Montoneros (Argentina),11
,,8,Ulster Volunteer Force (UVF),603
,,3,Montoneros (Argentina),11
,,8,Irish Republican Army (IRA),603
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,8,Revolutionary People's Struggle (ELA),78
,,8,Revolutionary People's Struggle (ELA),78
,,1,Jewish Defense League (JDL),217
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,5,Moro National Liberation Front (MNLF),160
,,8,Argentine Anticommunist Alliance (AAA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,10,Unknown,94
,,4,East Asia Anti Japanese Armed Front,101
,,2,Coordination of the United Revolutionary Organization (CORU),49
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,1,Red Guerilla Family,217
,,1,New World Liberation Front (NWLF),217
,,1,Unknown,217
,,8,Ulster Freedom Fighters (UFF),603
,,8,Unknown,69
,,8,Protestant extremists,96
,,8,Unknown,69
,,1,Jewish Armed Resistance,217
,,1,Jewish Armed Resistance,217
,,8,Irish Republican Army (IRA),603
"03/08/1976: Unknown perpetrator(s) exploded dynamite in front of the home of Alfis Coleman, the only black man in a white neighborhood in Louisville, Kentucky, United States.  There were no casualties, but the explosion broke the windows in the front of the home. Coleman's family was also the target of several incidents since the schools in surrounding counties were desegregated in September 1975, including getting rocks thrown through the windows of his home as well as shots fired into the house, prior to this incident.","The specific motive is unknown; however, Coleman was also the target of several other incidents since the schools in surrounding counties were desegregated in September 1975, in attempts to persuade his family to leave the area.",1,White extremists,217
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,3,Montoneros (Argentina),11
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
"03/11/1976: The Hearst family retreat, a 39,000-acre estate at Wyntoon in Redding, California, United States, is bombed.  The bombing, claimed by the New World Liberation Front (NWLF), caused boards in the foundation of the home to crack. It is unknown if any casualties occurred in this incident.",Unknown,1,New World Liberation Front (NWLF),217
,,8,Ulster Freedom Fighters (UFF),603
,,8,Irish Republican Army (IRA),603
,,8,Unknown,98
,,8,Unknown,98
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Montoneros (Argentina),11
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Ulster Freedom Fighters (UFF),603
,,8,Unknown,162
,,8,Armed Communist Struggle,98
,,8,Unknown,78
,,1,Jewish Armed Resistance,217
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Irish Republican Army (IRA),603
,,3,Unknown,11
,,8,Unknown,362
,,8,Unknown,362
,,10,Unknown,209
,,10,Unknown,209
,,10,Unknown,209
,,10,Unknown,209
,,3,Unknown,45
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,8,Irish Republican Army (IRA),603
,,10,Turkish People's Liberation Army,209
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Unknown,78
,,1,Jewish Defense League (JDL),217
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),69
,,8,Basque Fatherland and Freedom (ETA),69
,,3,Unknown,45
,,1,Cuban extremists,217
,,8,Unknown,362
,,8,Unknown,603
,,1,Unknown,217
,,1,Omega-7,217
,,8,Irish Republican Army (IRA),603
,,8,Unknown,362
,,8,Irish Republican Army (IRA),603
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,5,Unknown,160
,,10,Unknown,209
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
,,8,Protestant extremists,603
,,10,Mujahedin-e Khalq (MEK),94
,,8,Unknown,78
,,8,Unknown,78
,,8,Unknown,98
,,8,Unknown,69
,,8,Unknown,69
,,8,Red Brigades,98
,,8,Red Brigades,98
,,3,Montoneros (Argentina),11
,,8,Armed Communist Formations,98
,,1,Unknown,217
,,1,Unknown,217
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Armed Communist Formations,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,11,South-West Africa People's Organization (SWAPO),139
,,8,Unknown,185
,,8,Unknown,185
,,8,Unknown,185
,,8,Armed Communist Formations,98
,,8,Armed Communist Formations,98
,,8,Unknown,78
,,8,Unknown,78
,,8,Portuguese Anti-Communist Movement,162
,,1,United Freedom Front (UFF),217
,,8,Irish Republican Army (IRA),603
,,8,Unknown,69
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,8,Protestant extremists,603
,,8,Protestant extremists,603
,,8,Continuous Struggle,98
,,8,Unknown,98
"04/26/1976: A bomb exploded at Beverly Hills High School in Beverly Hills, California, United States, where Southern California Turkish folk dance group, Fotem, was scheduled to perform.  No casualties and only minor damage resulted from the blast.  Unknown Armenian nationalists are suspected to be responsible for the incident, which caused  several performance cancellations.  The incident coincided with demonstrations by protesting Armenians and Armenian sympathizers against U.S. Aid to Turkey.",A Turkish dance group was scheduled to perform and Armenians were protesting U.S. aid to Turkey,1,Armenian Group,217
,,8,Unknown,98
,,3,Montoneros (Argentina),11
,,8,Unknown,98
,,3,Argentine Anticommunist Alliance (AAA),11
,,10,Popular Front for the Liberation of Palestine (PFLP),155
,,3,Montoneros (Argentina),11
,,8,Irish Republican Army (IRA),603
,,2,Unknown,49
,,1,Unknown,217
,,8,Unknown,98
,,2,Unknown,83
,,11,Tigray Peoples Liberation Front (TPLF),65
,,11,Eritrean Liberation Front,65
,,10,Unknown,209
,,8,Unknown,98
,,8,Unknown,162
,,3,Unknown,43
,,3,Unknown,45
,,8,Red Hand Commandos,96
,,1,Jewish Armed Resistance,217
,,1,Unknown,217
,,1,Jewish Armed Resistance,217
,,1,Jewish Armed Resistance,217
,,3,Montoneros (Argentina),11
,,10,Popular Front for the Liberation of Palestine (PFLP),97
,,3,Montoneros (Argentina),11
,,8,Unknown,98
,,3,Argentine Anticommunist Alliance (AAA),11
,,8,Unknown,98
,,1,23rd of September Communist League,130
,,8,Unknown,98
,,8,Unknown,98
,,10,Unknown,209
,,3,M-19 (Movement of April 19),45
,,8,Unknown,98
,,1,Unknown,217
,,3,National Liberation Army of Colombia (ELN),45
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,98
,,8,Unknown,98
,,8,Armed Nucleus for Popular Autonomy,69
,,8,Unknown,362
,,8,Unknown,98
,,8,Unknown,98
,,8,Combat Territory Groups,98
,,8,Combat Territory Groups,98
,,8,Unknown,185
,,1,Fred Hampton Unit of the People's Forces,217
,,8,Ulster Freedom Fighters (UFF),603
"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States.  Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings.  It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130003).",Unknown,1,Jewish Defense League (JDL),217
"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States.  Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings.  It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130002).",Unknown,1,Jewish Defense League (JDL),217
,,8,Unknown,69
,,8,Unknown,362
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
"05/14/1976: The Larkspur branch of the Bayview Federal Savings Corporation is bombed in San Francisco, California, United States.  The New World Liberation Front (NWLF) claims the attack through a phone call to the police.  The explosion caused extensive damage to the bank as well as six buildings nearby. There were no casualties.",Unknown,1,New World Liberation Front (NWLF),217
,,2,Unknown,83
,,8,Unknown,362
,,8,Revolutionary Cells,362
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
"5/16/1976: A group calling itself a secret anti-Castro Cuban army firebombed a Cuban social club in Manhattan, New York, United States.  The firebomb ignited but it is unknown if the club sustained any damages.",To protest Cuban institutions operating in the United States,1,Cuban Exiles,217
"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the First National City Bank in Queens, New York, United States.  There were no casualties and the bank sustained minor damages.",To protest the involvement of banks which participated in the Arab boycott of Israel.,1,Save Our Israel Land,217
"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the Bankers Trust Company in Queens, New York, United States.  There were no casualties and the bank sustained minor damages.",To protest the involvement of banks which participated in the Arab boycott of Israel.,1,Save Our Israel Land,217
,,3,Montoneros (Argentina),11
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,362
,,8,Unknown,362
,,8,Unknown,362
,,8,Irish Republican Extremists,603
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,98
,,8,Unknown,21
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,5,Muslim Rebels,160
,,8,Irish Republican Army (IRA),603
,,5,Moro National Liberation Front (MNLF),160
,,1,23rd of September Communist League,130
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Irish Republican Army (IRA),603
,,6,Unknown,92
,,8,Red Brigades,98
,,8,Red Brigades,98
,,8,Red Brigades,98
,,8,Unknown,185
,,8,Justice Commandos for the Armenian Genocide,69
,,8,Unknown,78
,,1,23rd of September Communist League,130
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,199
,,8,Justice Commandos for the Armenian Genocide,199
,,8,Protestant extremists,603
,,2,Coordination of the United Revolutionary Organization (CORU),49
,,8,Unknown,98
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Protestant extremists,603
,,3,Unknown,11
,,8,Commando Heinz Neumann,362
,,8,Unknown,362
,,8,Red Cell,362
,,8,Red Cell,362
"6/1/1976: An unknown Jewish militant group firebombed a branch of the Bankers Trust Company in Queens, New York, United States.  There were no casualties but two windows were shattered.",To protest the involvement of banks which participated in the Arab boycott of Israel.,1,Jewish Extremists,217
,,8,Canary Islands Independence Movement,185
,,8,Breton Liberation Front (FLB),69
,,8,Revolutionary Cells,362
,,8,Red Brigades,98
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Red Hand Commandos,603
,,8,Unknown,362
,,1,23rd of September Communist League,130
,,8,Proletarian Resistance Movement,69
,,8,Irish Republican Army (IRA),603
,,8,Ulster Freedom Fighters (UFF),603
,,8,Unknown,162
,,8,Ulster Freedom Fighters (UFF),603
,,8,Irish Republican Extremists,603
,,8,Ulster Volunteer Force (UVF),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Protestant extremists,603
,,8,Unknown,362
,,8,Irish Republican Army (IRA),603
,,1,Omega-7,217
,,3,Croatian Nationalists,158
"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the First National Bank of Chicago in Chicago, Illinois, United States.  The resulting explosion shattered windows, injuring five people.",To protest United States presence in Puerto Rico.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Police Headquarters in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage.",To protest United States presence in Puerto Rico.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the John Hancock Building in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage.",To protest United States presence in Puerto Rico.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Bank Leumi Le Israel in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage.",To protest United States presence in Puerto Rico.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,8,Unknown,98
,,8,Irish Republican Extremists,603
,,8,Basque Fatherland and Freedom (ETA),185
,,1,23rd of September Communist League,130
,,8,Unknown,98
,,1,Unknown,217
,,3,Montoneros (Argentina),11
,,8,Unknown,362
,,11,Eritrean Liberation Front,65
,,3,Argentine Anticommunist Alliance (AAA),11
,,8,Unknown,98
,,8,Communist Combat Unit,98
,,2,Unknown,83
,,10,Socialist Labor Party of Lebanon,110
,,8,Croatian Nationalists,362
,,1,23rd of September Communist League,130
,,5,Moro National Liberation Front (MNLF),160
,,8,Ulster Freedom Fighters (UFF),603
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,8,2nd of June Movement,362
,,2,Coordination of the United Revolutionary Organization (CORU),49
,,8,Unknown,362
,,8,Protestant extremists,603
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Unknown,162
,,8,Protestant extremists,603
,,8,Irish Republican Extremists,603
,,8,Irish Republican Army (IRA),603
,,1,United Freedom Front (UFF),217
,,8,Irish Republican Army (IRA),603
,,5,Unknown,160
,,8,Irish Republican Army (IRA),603
,,1,Jewish Defense League (JDL),217
,,1,Unknown,217
,,3,Unknown,11
,,8,International Revolutionary Solidarity,69
,,8,Republican Action Force,603
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Jewish Defense League (JDL),217
,,3,Political Military Organization of Paraguay,11
,,8,Protestant extremists,603
,,8,Palestine Liberation Organization (PLO),78
,,2,Armed Forces of National Resistance (FARN),61
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,1,New World Liberation Front (NWLF),217
"07/01/1976: The Essex County Courthouse was bombed in Newburyport, Massachusetts, United States, by four men who were members of the Fred Hampton Unit of the People's Forces. The explosion occurred in the second-floor probation office and caused severe damage including a 10-foot hole in the floor, windows shattered and damage to the outside brick wall, but no casualties resulted from this incident.  The bombing is linked to the an explosive attack on the Dorchester Army National Guard in Boston as well as the destruction of an airliner at Logan International Airport on the same day (197607020008, 197607020009) and also the bombing of a post office in Seabrook, New Hampshire (197607020007).  In October 1976, Everett C. Carlson was convicted and sentenced to ten years in prison for transporting explosives in the three attacks as was Richard J. Picariello in February 1977, and in March 1977, Edward P. Gullion was also convicted and awaiting sentencing; Joseph Aceto was also responsible for the attacks and pleaded guilty in September 1976 and subsequently became a government witness in the later trials.","The Fred Hampton Unit of the People's Forces was a political group devoted to ending imperialism, racism, capitalism and what they believed to be a facist judicial-prison system in the United States; they attempted to target courthouses that sentenced people to prison.",1,Fred Hampton Unit of the People's Forces,217
,,8,Irish Republican Army (IRA),603
,,1,New World Liberation Front (NWLF),217
,,3,Montoneros (Argentina),11
,,10,Black September,106
,,8,Ulster Volunteer Force (UVF),603
,,1,Fred Hampton Unit of the People's Forces,217
,,1,Fred Hampton Unit of the People's Forces,217
,,1,Fred Hampton Unit of the People's Forces,217
,,8,Irish Republican Army (IRA),603
,,8,Baader-Meinhof Group,69
"07/04/1976: A bomb exploded at the First National Bank of Boston in the Northgate Shopping Center in Revere, Massachusetts, United States.  The United Freedom Front was responsible for the explosion, which occurred after the bomb was thrown from an automobile.  The blast caused damage to the front entrance of the bank, blowing out the glass front. It is unknown whether there were any injuries or fatalities in this incident.","The United Freedom Front believed in a Marxist philosophy and opposed US militarism in Central America, and the group sought to redistribute economic wealth in the U.S. and used bank robberies to finance their goals. Additionally, their efforts were to improve prison life.",1,United Freedom Front (UFF),217
,,3,Revolutionary Workers Party of Bolivia (PRTB),26
,,8,Irish Republican Army (IRA),603
,,8,Ulster Freedom Fighters (UFF),603
,,2,Unknown,49
,,8,Black Order,98
,,2,National Front for the Liberation of Cuba (FLNC),100
,,8,Ulster Freedom Fighters (UFF),603
,,8,Italian Social Movement (MSI),98
,,2,Coordination of the United Revolutionary Organization (CORU),20
,,8,Palestinians,69
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Unknown,98
,,8,Irish Republican Extremists,603
,,10,Unknown,209
"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Ohrbach's department store on 34th Street in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.  It is unknown whether any injuries, fatalities, or damage resulted from this incident.",FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Altman's department store on Fifth Avenue in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Lord & Taylor's department store on Fifth Avenue in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"07/12/1976: Police discovered two incendiary devices hidden in cigarette packs in Gimbel's department store on 33rd Street in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  The Armed Forces for National Liberation (FALN) claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off an incendiary device hidden in a cigarette pack in Macy's department store on 34th Street in New York City in the United States.  The device was made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. This was one in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off an incendiary device hidden in a cigarette pack in Korvettes department store on 34th Street in New York City in the United States.  The device was made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. This was one in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,8,Protestant extremists,603
,,8,Unknown,78
,,8,Unknown,162
,,8,Unknown,362
,,8,Unknown,98
,,8,Corsican National Liberation Front (FLNC),69
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
