region,suicide,gname,country
8,0,Unknown,362
1,0,Unknown,217
3,0,Unknown,45
3,0,National Liberation Army of Colombia (ELN),45
11,0,South-West Africa People's Organization (SWAPO),139
8,0,Unknown,53
8,0,Palestinians,53
8,0,Unknown,53
10,0,Arabs,155
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Fire Group,98
8,0,Fire Group,98
8,0,Fire Group,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Unknown,69
10,0,Palestinians,97
10,0,Unknown,97
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Unknown,217
1,0,Unknown,217
8,0,Basque Fatherland and Freedom (ETA),185
11,0,Unknown,403
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,209
6,0,Unknown,153
10,0,Unknown,97
1,0,Omega-7,217
8,0,Basque Fatherland and Freedom (ETA),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
2,0,Unknown,83
10,0,Palestinians,97
8,0,First of October Antifascist Resistance Group (GRAPO),185
11,0,Mozambique National Resistance Movement (MNR),137
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Irish Republican Army (IRA),603
5,0,Unknown,160
5,0,Unknown,160
5,0,Unknown,160
5,0,Unknown,160
5,0,Unknown,160
5,0,Moro National Liberation Front (MNLF),160
10,0,Unknown,209
11,0,Eritrean Liberation Front,65
11,0,Mozambique National Resistance Movement (MNR),137
11,0,Unknown,139
8,0,Unknown,98
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
10,0,Syrian Social Nationalist Party,110
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
2,0,Unknown,58
3,0,Unknown,11
5,0,New People's Army (NPA),160
8,0,Right-wing extremists,69
8,0,Right-wing extremists,69
8,0,Communists,98
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Al-Fatah,97
11,0,Unknown,139
11,0,African National Congress (South Africa),183
10,0,Unknown,110
5,0,Unknown,160
8,0,Irish Republican Army (IRA),603
8,0,Black March,21
10,0,Palestinians,97
11,0,Zimbabwe African Nationalist Union (ZANU),403
11,0,Unknown,403
11,0,Unknown,403
8,0,Black March,21
8,0,Palestinians,53
10,0,Unknown,97
8,0,Irish Republican Army (IRA),603
9,0,Unknown,161
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,209
3,0,Policarpa Salauarpieta (Women's Command),45
8,0,Irish Republican Army (IRA),603
10,0,Palestinians,97
11,0,Zimbabwe African Nationalist Union (ZANU),403
3,0,M-19 (Movement of April 19),45
10,0,Free Lebanon,110
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
10,0,Eagles of the Palestinian Revolution,60
8,0,First of October Antifascist Resistance Group (GRAPO),185
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Red Brigades,98
11,0,Mozambique National Resistance Movement (MNR),137
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
5,0,Communists,205
8,0,Unknown,98
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
8,0,Jewish Combat Organization,69
8,0,Unknown,98
8,0,Unknown,98
8,0,Extremists,98
8,0,Unknown,78
10,0,Palestinians,97
8,0,Unknown,185
8,0,Communist Territorial Nuclei,98
11,0,Unknown,139
11,0,South-West Africa People's Organization (SWAPO),139
8,0,Irish Republican Army (IRA),603
5,0,Communists,205
8,0,Eagles of the Palestinian Revolution,15
8,0,Eagles of the Palestinian Revolution,15
5,0,Communists,205
10,0,Palestine Liberation Front (PLF),97
8,0,Basque Fatherland and Freedom (ETA),185
5,0,Communists,205
5,0,Communists,205
5,0,Communists,205
5,0,Communists,205
10,0,Palestine Liberation Front (PLF),97
10,0,Unknown,97
10,0,Forqan Group,94
11,0,Unknown,139
8,0,Unknown,185
11,0,South-West Africa People's Organization (SWAPO),139
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
2,0,Unknown,145
10,0,Unknown,94
11,0,Zimbabwe African People's Union,403
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,Corsican National Liberation Front (FLNC),69
11,0,Unknown,403
2,0,Unknown,61
8,0,Irish Republican Army (IRA),603
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Right-wing extremists,362
8,0,Right-wing extremists,362
2,0,Guerrillas,145
8,0,Ulster Freedom Fighters (UFF),603
10,0,Palestine Liberation Organization (PLO),97
8,0,Armed Squads for Communism,98
2,0,Unknown,156
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,M-19 (Movement of April 19),45
6,0,Meitei extremists,92
8,0,Greek Popular Resistance,78
8,0,Unknown,185
2,0,United Popular Action Front (FAPU),61
2,0,Armed Forces of National Resistance (FARN),61
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Omega-7,217
10,0,Unknown,94
10,0,Palestine Liberation Organization (PLO),97
10,0,Palestine Liberation Organization (PLO),97
8,0,League of French Fighters Against Jewish Occupation,69
8,0,Irish Republican Army (IRA),603
8,0,First of October Antifascist Resistance Group (GRAPO),185
4,0,Revolutionary Workers' Council (Kakurokyo),101
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,185
2,0,People's Liberation Forces (FPL),61
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Right-wing extremists,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
2,0,Guerrilla Army of the Poor (EGP),83
3,0,Unknown,43
11,0,Guerrillas,403
10,0,Forqan Group,94
5,0,New People's Army (NPA),160
5,0,New People's Army (NPA),160
5,0,New People's Army (NPA),160
5,0,New People's Army (NPA),160
5,0,New People's Army (NPA),160
3,0,Popular Liberation Army (EPL),45
10,0,Palestinians,97
8,0,Unknown,185
8,0,Irish Republican Army (IRA),603
2,0,People's Liberation Forces (FPL),61
2,0,Popular Revolutionary Bloc (BPR),61
3,0,Unknown,43
3,0,Popular Liberation Army (EPL),45
2,0,Guatemalan Labor Party (PGT),83
2,0,Guerrilla Army of the Poor (EGP),83
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
8,0,Coordination for Revolutionary Action (CAR),69
1,0,Unknown,217
8,0,Basque Fatherland and Freedom (ETA),185
11,0,Tigray Peoples Liberation Front (TPLF),65
11,0,Tigray Peoples Liberation Front (TPLF),65
2,0,Unknown,83
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Popular Liberation Army (EPL),45
2,0,People's Revolutionary Army (ERP) (El Salvador),61
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,98
8,0,Red Brigades,98
8,0,Unknown,98
11,0,African National Congress (South Africa),183
11,0,African National Congress (South Africa),183
8,0,Red Brigades,98
2,0,People's Liberation Forces (FPL),61
8,0,Unknown,69
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
2,0,Popular Revolutionary Bloc (BPR),61
2,0,Popular Revolutionary Bloc (BPR),61
2,0,Popular Revolutionary Bloc (BPR),61
3,0,Unknown,45
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
8,0,Basque Fatherland and Freedom (ETA),185
5,0,Unknown,205
10,0,Villagers,110
1,0,Unknown,130
8,0,Communists,98
8,0,Communists,98
8,0,Communists,98
8,0,Proletarian Fighting Patrol,98
8,0,Proletarian Fighting Patrol,98
8,0,Proletarian Fighting Patrol,98
8,0,Proletarian Fighting Patrol,98
8,0,Proletarian Fighting Patrol,98
8,0,Proletarian Fighting Patrol,98
8,0,Proletarian Fighting Patrol,98
8,0,Unknown,98
8,0,Right-Wing Group,185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
11,0,African National Congress (South Africa),183
8,0,Unknown,362
10,0,Palestine Liberation Organization (PLO),97
10,0,Palestine Liberation Organization (PLO),97
10,0,Palestine Liberation Organization (PLO),97
10,0,Armenian Secret Army for the Liberation of Armenia,209
8,0,Irish Republican Army (IRA),603
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
5,0,Unknown,160
8,0,First of October Antifascist Resistance Group (GRAPO),185
10,0,Unknown,209
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
5,0,New People's Army (NPA),160
2,0,Unknown,145
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Unknown,362
8,0,Unknown,98
11,0,Lesotho Liberation Army (LLA),111
11,0,Lesotho Liberation Army (LLA),111
8,0,Irish Republican Army (IRA),603
11,0,South-West Africa People's Organization (SWAPO),139
11,0,South-West Africa People's Organization (SWAPO),139
10,0,Palestine Liberation Organization (PLO),97
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,145
5,0,Moro National Liberation Front (MNLF),160
8,0,Corsican National Liberation Front (FLNC),69
1,0,Anti-Technology extremists,217
8,0,Irish Republican Army (IRA),603
10,0,Palestine Liberation Organization (PLO),97
8,0,Unknown,603
2,0,Unknown,145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
3,0,Popular Liberation Army (EPL),45
3,0,Unknown,45
10,0,Unknown,97
10,0,Unknown,97
10,0,Marxist-Leninist Armed Propaganda Unit,209
8,0,Red Brigades,98
2,0,Popular Revolutionary Bloc (BPR),61
2,0,Popular Revolutionary Bloc (BPR),61
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
8,0,Revolutionary People's Struggle (ELA),78
8,0,Red Guerrilla,98
8,0,Left-Wing Demonstrators,98
2,0,People's Liberation Forces (FPL),61
2,0,Unknown,61
2,0,Unknown,61
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,162
2,0,People's Liberation Forces (FPL),61
10,0,Unknown,110
5,0,Moro National Liberation Front (MNLF),160
2,0,Unknown,61
2,0,Unknown,61
3,0,Popular Liberation Army (EPL),45
2,0,Unknown,88
2,0,Sandinista National Liberation Front (FSLN),145
5,0,Moro National Liberation Front (MNLF),160
5,0,Moro National Liberation Front (MNLF),160
5,0,Moro National Liberation Front (MNLF),160
10,0,Palestine Liberation Organization (PLO),97
8,0,Communist Nuclei of Counter Power,98
8,0,Popular Revolutionary Movement (Italy),98
8,0,Unknown,98
2,0,Popular Revolutionary Bloc (BPR),61
2,0,Popular Revolutionary Bloc (BPR),61
3,0,Revolutionary Armed Forces of Colombia (FARC),45
10,0,Popular Front for the Liberation of Palestine (PFLP),209
10,0,Popular Front for the Liberation of Palestine (PFLP),209
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
11,0,African National Congress (South Africa),183
8,0,First of October Antifascist Resistance Group (GRAPO),185
2,0,Left-Wing Guerrillas,61
2,0,Unknown,61
2,0,Unknown,61
8,0,Territorial Communist Command,98
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
11,0,Unknown,230
8,0,Unknown,362
8,0,Unknown,98
11,0,Unknown,403
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
3,0,Unknown,45
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,145
2,0,Unknown,145
11,0,Guerrillas,403
10,0,Unknown,209
2,0,Unknown,61
8,0,Unknown,98
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
2,0,Unknown,61
2,0,Unknown,61
2,0,People's Liberation Forces (FPL),61
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
2,0,Unknown,145
8,0,Basque Fatherland and Freedom (ETA),185
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
3,0,Revolutionary Armed Forces of Colombia (FARC),45
1,0,Hawaiian extremists,217
8,0,Unknown,98
2,0,Unknown,145
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
2,0,Unknown,145
8,0,Armed Proletarian Squads,98
1,0,Omega-7,217
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Guerrilla Army of the Poor (EGP),83
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,145
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Territorial Cells for Boycotting the Elections,98
8,0,Unknown,98
8,0,Unknown,162
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Unknown,98
10,0,Palestine Liberation Front (PLF),97
8,0,Unknown,98
2,0,Unknown,156
8,0,First of October Antifascist Resistance Group (GRAPO),185
2,0,Sandinista National Liberation Front (FSLN),145
10,0,Palestine Liberation Organization (PLO),155
10,0,Palestine Liberation Organization (PLO),155
10,0,Palestinians,97
10,0,Palestinians,155
2,0,Union Guerrera Blanca (UGB),61
2,0,People's Liberation Forces (FPL),61
8,0,Red Brigades,98
1,0,Unknown,217
10,0,Unknown,155
10,0,Palestinians,97
8,0,Unknown,98
8,0,Popular Revolutionary Movement (Italy),98
2,0,Union Guerrera Blanca (UGB),61
2,0,Unknown,61
10,0,Unknown,110
2,0,Unknown,145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
8,0,Ecology and Antinuclear Revolutionary Party (CRAE),69
10,0,Palestinians,155
2,0,Unknown,145
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Unknown,43
3,0,Unknown,43
10,0,Forqan Group,94
8,0,Basque Fatherland and Freedom (ETA),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
2,0,Unknown,61
2,0,Unknown,61
8,0,Unknown,603
8,0,First of October Antifascist Resistance Group (GRAPO),185
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,145
11,0,Guerrillas,403
8,0,Protestant extremists,603
1,0,Ku Klux Klan,217
11,0,Anti-Government Guerrillas,8
10,0,Palestinians,97
8,0,Irish Republican Army (IRA),603
10,0,Palestinians,97
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Unknown,45
8,0,Unknown,98
8,0,Unknown,98
10,0,Unknown,110
5,0,New People's Army (NPA),160
8,0,Unknown,185
2,0,United Popular Action Front (FAPU),61
2,0,Sandinista National Liberation Front (FSLN),88
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,People's Revolutionary Army (ERP) (El Salvador),61
8,0,Unknown,185
2,0,Unknown,145
5,0,New People's Army (NPA),160
5,0,Communists,205
2,0,Unknown,61
8,0,Unknown,98
2,0,Unknown,145
8,0,Irish Republican Army (IRA),603
8,0,Unknown,603
2,0,Unknown,145
8,0,Unknown,98
2,0,United Popular Action Front (FAPU),61
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
3,0,Unknown,45
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
2,0,Unknown,61
10,0,Popular Front for the Liberation of Palestine (PFLP),155
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
10,0,Unknown,200
10,0,Unknown,200
10,0,Unknown,200
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
4,0,Left-wing extremists,101
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Popular Liberation Army (EPL),45
1,0,International Committee Against Nazism,217
1,0,International Committee Against Nazism,217
1,0,International Committee Against Nazism,217
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Irish Republican Extremists,603
10,0,Unknown,209
10,0,Unknown,94
10,0,Unknown,94
5,0,Moro National Liberation Front (MNLF),160
5,0,Moro National Liberation Front (MNLF),160
5,0,Moro National Liberation Front (MNLF),160
10,0,Palestinians,97
8,0,Irish Republican Army (IRA),603
1,0,International Committee Against Nazism,217
8,0,Unknown,185
10,0,Unknown,94
11,0,Guerrillas,403
1,0,International Committee Against Nazism,217
2,0,Union Guerrera Blanca (UGB),61
10,0,Unknown,94
10,0,Unknown,110
11,0,Guerrillas,403
8,0,Students,69
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Unknown,362
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
2,0,Unknown,61
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,185
2,0,Union Guerrera Blanca (UGB),61
2,0,Unknown,61
2,0,Guerrillas,61
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,94
8,0,Irish Republican Army (IRA),603
3,0,Colombians,222
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
2,0,Union Guerrera Blanca (UGB),61
8,0,Red Brigades,98
2,0,People's Liberation Forces (FPL),61
5,0,Unknown,160
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
1,0,Unknown,217
2,0,Union Guerrera Blanca (UGB),61
4,0,Unknown,101
5,0,Moro National Liberation Front (MNLF),160
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Ulster Freedom Fighters (UFF),603
3,0,Unknown,45
2,0,Union Guerrera Blanca (UGB),61
2,0,Unknown,83
8,0,Irish Republican Army (IRA),603
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
3,0,Unknown,43
3,0,Unknown,43
10,0,Unknown,209
2,0,People's Liberation Forces (FPL),61
11,0,Pan Africanist Congress (PAC),203
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
10,0,Palestinians,97
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,110
1,0,The Jewish Execution with Silence,217
8,0,Irish National Liberation Army (INLA),603
2,0,Unknown,83
2,0,Unknown,83
10,0,Unknown,94
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
6,0,Mizo National Front,92
10,0,Unknown,94
2,0,People's Revolutionary Army (ERP) (El Salvador),61
10,0,Unknown,95
4,0,Left-wing extremists,101
2,0,Unknown,61
8,0,Unknown,98
11,0,Zimbabwe African Nationalist Union (ZANU),403
11,0,African National Congress (South Africa),183
8,0,Territorial Resistance Army,362
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Armed Revolutionary Nuclei (NAR),98
8,0,Unknown,185
8,0,Armed Revolutionary Nuclei (NAR),98
10,0,Muslim Brotherhood,200
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Unknown,185
3,0,Unknown,45
3,0,M-19 (Movement of April 19),45
8,0,Armed Revolutionary Nuclei (NAR),98
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
2,0,People's Liberation Forces (FPL),61
8,0,Guerrillas,603
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,59
10,0,Palestine Liberation Organization (PLO),97
8,0,Left-Wing Terrorists,98
8,0,Irish Republican Army (IRA),603
10,0,Unknown,94
10,0,Palestine Liberation Organization (PLO),97
10,0,Palestinians,97
10,0,Unknown,110
10,0,Unknown,94
4,0,Revolutionary Workers' Council (Kakurokyo),101
8,0,Ulster Volunteer Force (UVF),603
1,0,Serbian Nationalists,217
3,0,Unknown,43
8,0,Unknown,185
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
8,0,Unknown,69
11,0,Unknown,72
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
5,0,Communists,205
8,0,Irish Republican Army (IRA),603
10,0,Unknown,209
3,0,Unknown,45
11,0,South-West Africa People's Organization (SWAPO),139
3,0,Unknown,43
3,0,Unknown,43
10,0,Unknown,94
10,0,Palestine Liberation Organization (PLO),97
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
2,0,Sandinista National Liberation Front (FSLN),145
10,0,Unknown,200
3,0,Revolutionary Armed Forces of Colombia (FARC),45
4,0,Radicals,101
4,0,Radicals,101
5,0,Communists,205
8,0,Irish Republican Army (IRA),603
8,0,Red Army Faction (RAF),21
10,0,Unknown,200
10,0,Unknown,209
10,0,Unknown,209
10,0,Palestinians,97
10,0,Unknown,155
11,0,Unknown,139
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,69
10,0,Unknown,110
10,0,Unknown,209
2,0,People's Revolutionary Army (ERP) (El Salvador),61
6,0,Unknown,153
10,0,Unknown,200
5,0,Moro National Liberation Front (MNLF),160
10,0,Unknown,97
3,0,Unknown,11
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Republican People's Party,209
4,0,Radicals,101
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,185
11,0,Guerrillas,403
8,0,Basque Fatherland and Freedom (ETA),185
4,0,Radicals,101
11,0,South-West Africa People's Organization (SWAPO),139
8,0,Territorial Resistance Army,362
1,0,Unknown,130
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Unknown,217
